player id,name,power,kill point,rank,rss assist,clan name
207189272,ᴿSAURON,21377451,22710531,R1,0,LW
210344374,Mefistófeles,21334168,2908347,R1,0,LW
210396142,Baruta,21129667,3545096,R1,0,LW
210140834,dirty game,20940207,9908519,R1,0,LW
209709756,aj rimmer,20921896,3144022,R1,0,LW
210243771,BrunetteValkyri,20857532,4309955,R4,0,LW
209762988,ᴰᵀŞahmar,20778365,2902396,R3,0,LW
210409801,Incomeq,20738716,4596992,R1,0,LW
210344123,toloarmy,20734538,2997411,R1,0,LW
210398747,ÐarkKnight,20474755,1069415,R1,0,LW
210267199,De Noordzijde,20451662,267678,R3,0,LW
210376408,Le Venin,20436578,13278889,R2,0,LW
210045541,Andyko149,20269157,1576355,R1,0,LW
210265847,Almajidi,20069965,985300,R1,0,LW
210269601,KLUYUTᶻ,19609994,3894834,R1,0,LW
210464086,Guaicaipuro,19393731,3684823,R1,0,LW
209876388,Şahinşahz,19204638,128381553,R1,36000000,LW
210379181,Riri94,19182926,1329633,R1,0,LW
207540269,Furia Negra,19175912,2199551,R1,0,LW
210978128,Right hand,18549526,12101069,R1,0,LW
210944675,sayron,18491874,8844736,R1,0,LW
210406738,24 X҉ Turbo01,18414129,4005124,R1,0,LW
210226004,Younis m 3,18119066,2776572,R3,0,LW
207043733,WilliamR,17595381,2598934,R1,0,LW
209343632,Shinjimae,17423891,1830189,R1,0,LW
212702974,Alamarzz23,17326567,5731551,R2,0,LW
210210212,Шамс 7х7,17095765,1307384,R1,0,LW
215282415,あっと 2,17017481,5687569,R2,4000000,LW
210387027,Zexion12,15771553,982688,R1,0,LW
210479418,Sulaymãn,15538848,2811236,R2,0,LW
215516489,Prinz Bismarck,15338786,1911548,R2,0,LW
212128661,handfarm,14610162,5331093,R1,0,LW
209446563,33 I 天帝,14604602,12630774,R1,0,LW
210011584,martzyy,14357327,2177350,R1,0,LW
210405226,Alesinai12,14075564,4030030,R1,0,LW
221928757,オレンジ,13710924,581008,R1,0,LW
212708607,ᴿᵂ M A X 11,13321047,1821441,R1,0,LW
210169350,PanteraGJ6,13275186,3868812,R1,0,LW
213383190,Radicals,12939829,11956,R1,0,LW
211922133,kak2,10817258,1571290,R1,0,LW
210343428,XxxtheslayerxxX,7269531,1502963,R1,0,LW
210167073,Hermanni123,5434706,101850,R1,0,LW
210401352,KANADIEN,1544973,3725,R1,0,LW
230224102,Pouce farm,669016,0,R1,0,LW
209837225,iXx,26431484,18058289,R1,0,OT24
210258071,znic,22861609,130905,R4,0,OT24
210245347,Szoboslai8,21023323,3135595,R3,0,OT24
209738540,ᴿᵂ Sekhmet,16998894,316046,R3,0,OT24
210143857,Hubert Sssss,16540398,564163,R1,0,OT24
210095815,ᴿᵂTampan,15708849,1499027,R4,0,OT24
210632754,Gravenberch6,15331922,539752,R3,0,OT24
210440564,ˢᴸ BaLlRk,13793183,3275011,R3,0,OT24
210302577,MayDay86,13487717,1469151,R3,0,OT24
209328134,Re di Hokuto,13350134,892473,R3,0,OT24
212939883,clamk,12390425,450034,R3,0,OT24
210403821,AlbaA3,11923453,1435016,R2,0,OT24
211113867,iGreg,11881890,1322144,R1,0,OT24
210382221,Hvala03,11763723,774157,R3,0,OT24
212944588,ankin,11271262,210380,R2,0,OT24
210475727,Huuberts,10240044,11969,R2,0,OT24
209988916,MarianGreat,9770635,730380,R2,0,OT24
209335110,Pepper81,9448383,1346568,R2,0,OT24
210372536,Kakangtv1farm,7388060,40652,R2,0,OT24
210391738,Roxanne wolf5,4927997,211142,Leader,0,OT24
211757547,ÖMillaÖ,3807337,392857,R2,0,OT24
210400443,DRAGON DE FUEGO,3330778,504149,R2,0,OT24
211772069,MysticMaze,2765402,223558,R2,0,OT24
210377048,Nuru24,1512933,24331,R2,0,OT24
221864976,Queen of Dragon,1325226,71222,R2,0,OT24
210416491,The heist,1152301,62347,R1,0,OT24
210406433,Offkill,977806,28732,R1,0,OT24
210371224,TURKISHH,523706,21536,R1,0,OT24
222913889,Roxanne wolf 7,485249,3987,R1,0,OT24
225727707,PEENUTS Farm,460722,0,R1,0,OT24
229277615,Правитель229277615,182177,0,R3,0,OT24
226965493,疯将军小号,111130,3820,R1,0,OT24
210253596,ᴳᴺAURELIUS,28959207,37770793,R3,0,RAG9
209265582,Lee Lovely F,27265216,105697052,R1,0,RAG9
208850800,24 X҉ 도주이득,26177030,71254908,R4,0,RAG9
209843352,24 X tafger,25833690,48374182,R4,0,RAG9
211209147,24 X҉   AxeTR,23776098,4821984,R1,0,RAG9
210375971,モモキチ,19516768,1223008,R2,0,RAG9
210430703,Aariv25,19343922,7833964,R2,0,RAG9
210435378,Ади2018,17822765,2667530,Leader,0,RAG9
210372937,Gran Tinerfe,17179552,2408908,R4,0,RAG9
210405263,GhostLider69,16863338,3521918,R3,0,RAG9
212804510,Zaid32mf,16762987,1395076,R2,0,RAG9
210433415,NắngHạ,16656071,9908514,R4,0,RAG9
209909097,24 X҉ Tony,16323884,6841299,R1,0,RAG9
210375004,Ichtuderweh,15781654,1056575,R2,0,RAG9
210426322,Thức zin,13137413,3132777,R2,0,RAG9
210404892,sevos,11169966,2542067,R4,0,RAG9
210410773,ABØ Ř3FÂÎŸ,10662990,3015973,R2,0,RAG9
210418727,Heman20,10630426,2181648,R2,0,RAG9
210395310,Doğan Can G,9617981,1107375,R3,0,RAG9
184848913,F5Ghost,9277910,2246057,R1,0,RAG9
210400914,Vanphercy,9069679,818822,R2,0,RAG9
210422320,따스한햇살,8963156,2308742,R3,0,RAG9
210402223,Motra1,8300043,3030160,R2,0,RAG9
210377181,Gubernur210377181,7412762,679988,R2,0,RAG9
210421008,rzaaaByteID,7368205,2541989,R3,0,RAG9
210414165,Sergant0391,7253828,1523226,R2,0,RAG9
222357119,Ánh Lỏ,6981985,155761,R1,0,RAG9
45432191,Bes F12,6326151,16066141,R1,0,RAG9
217673772,MYSUN,5404599,834913,R1,0,RAG9
210390247,андреш,5394317,1074409,R2,0,RAG9
210428614,giathuan bel,5342059,950284,R1,0,RAG9
210428102,Hmoob Vaj,5191004,1320980,R1,0,RAG9
210383252,Alishaaa,4812461,1416463,R1,0,RAG9
210386195,Ronaldo wc 2026,4696340,473742,R1,0,RAG9
