Rank,Governor ID,Name,Power,DKP,Total Deads,Kill Points,T1 Kills,T2 Kills,T3 Kills,T4 Kills,T5 Kills
110,208368673,MELOヽMENGHITAM,39826789.0,10787590.0,539517.0,9069848.0,411591.0,23.0,14201.0,522236.0,185416.0
111,210453145,KanZヽMENGHITAM,38843886.0,10532490.0,37063.0,15060930.0,0.0,0.0,0.0,453535.0,526279.0
112,209336359,メgiOヽMENGHITAM,42120558.0,10269170.0,157741.0,13483375.0,27794.0,16490.0,7539.0,547700.0,396884.0
113,207762765,404ヽMENGHITAM,40457170.0,10128400.0,159665.0,14176567.0,25372.0,2828.0,1154.0,835666.0,290228.0
114,210449092,Good filler Hit,41153000.0,9552580.0,434357.0,7814853.0,257.0,939.0,96.0,260158.0,260548.0
115,210136125,spavacMENGHITAM,46756363.0,9537890.0,0.0,13508420.0,0.0,0.0,0.0,237370.0,556736.0
116,210450380,nukie mengHITAM,54514841.0,9475720.0,340823.0,9544916.0,3317.0,44.0,1866.0,434014.0,259828.0
117,210633212,GFヽMENGHITAM,44848132.0,9187070.0,428483.0,7793140.0,5001.0,1164.0,208.0,375798.0,201550.0
118,208182579,DRGN ヽMENGHITAM,51480047.0,9052225.0,86584.0,12207522.0,0.0,0.0,708.0,386853.0,416808.0
119,207577034,RyleeヽMENGHITAM,53148062.0,9033305.0,21759.0,12781550.0,0.0,0.0,135.0,308017.0,485042.0
120,207662210,VynzzヽMENGHITAM,42380075.0,8884515.0,160026.0,10811813.0,4959.0,1812.0,1047.0,327201.0,376550.0
121,208701128,Park ヽMenghitam,84397481.0,8878885.0,1337.0,12411750.0,1.0,0.0,0.0,177319.0,531928.0
122,210006443,MĎヽMENGHITAM,28051461.0,8723665.0,929.0,14251277.0,915306.0,59718.0,1505.0,697078.0,348599.0
123,209558612,BragPittヽ3925ヽ,48424982.0,8348690.0,210319.0,10785252.0,76421.0,28309.0,64545.0,638351.0,203583.0
124,210702517,RadenヽMENGHITAM,33951345.0,8310040.0,6378.0,13926122.0,7717.0,57890.0,1402.0,842453.0,268933.0
125,210849732,suhendra Hitam,31853938.0,8290765.0,464133.0,5880678.0,94142.0,7460.0,1740.0,292217.0,145890.0
126,208098380,TuânヽMENGHITAM,40635585.0,8211550.0,46566.0,11163212.0,718.0,204.0,0.0,250442.0,432912.0
127,208182468,THORヽMENGHITAM,48468461.0,8129210.0,390574.0,6375530.0,0.0,0.0,0.0,223271.0,207141.0
128,210228446,Super Menghitam,44661489.0,7768610.0,303776.0,7707228.0,259.0,400.0,1664.0,417576.0,176198.0
129,209369178,HioヽMENGHITAM,35750350.0,7626500.0,160161.0,9616925.0,6996.0,1149.0,6622.0,466066.0,246304.0
130,210171570,AresヽMENGHITAM,56325388.0,7462425.0,17785.0,10639520.0,0.0,0.0,0.0,278026.0,392963.0
131,209073268,LycheMENGHITAM,47470609.0,7412880.0,53096.0,11159708.0,14041.0,0.0,0.0,594302.0,260694.0
132,209127003,RishaヽMENGHITAM,44982731.0,7299695.0,94257.0,9736828.0,14609.0,1368.0,1485.0,374719.0,298902.0
133,207371736,TankヽMENGHITAM,27468589.0,7179175.0,544776.0,2519300.0,0.0,0.0,0.0,63224.0,94353.0
134,210309002,TOMヽMENGHITAM,31177721.0,7123835.0,373744.0,5264515.0,3225.0,5866.0,292.0,220733.0,152182.0
135,209457612,YUGI MENGHITAM,41802842.0,6976010.0,73233.0,8673944.0,0.0,0.0,251.0,104410.0,381442.0
136,209568480,QueenヽMeghitam,40904428.0,6715405.0,9720.0,9436637.0,1502.0,1873.0,0.0,182495.0,380382.0
137,209302746,KIM Filler,67656970.0,6695410.0,181675.0,9324606.0,387471.0,67218.0,63269.0,706416.0,89772.0
138,210746852,ViperヽMENGHITAM,41627815.0,6684815.0,711.0,10101324.0,20670.0,0.0,0.0,358075.0,325822.0
139,210009726,0j3kヽMENGHITAM,42174629.0,6624375.0,179994.0,7631220.0,1108.0,3.0,233.0,359244.0,201881.0
140,209747066,PitungヽMNGHITAM,38322908.0,6567500.0,375287.0,4571070.0,0.0,0.0,0.0,245469.0,105819.0
141,210591987,CilpaヽMENGHITAM,45451378.0,6457965.0,0.0,9756730.0,0.0,0.0,0.0,343833.0,315920.0
142,210098014,ScarlヽMENGHITAM,34526659.0,6362750.0,208999.0,7254232.0,17358.0,824.0,473.0,465062.0,129830.0
143,207245425,BarlasMENGHITAM,40851270.0,6336550.0,151318.0,7698042.0,11080.0,0.0,749.0,378501.0,195391.0
144,210607881,Lavaflow25HITAM,32771176.0,6273170.0,246542.0,9900427.0,64178.0,188263.0,620559.0,585549.0,58667.0
145,209326021,Ash ヽMenghitam,42852607.0,6152230.0,218640.0,6768958.0,25779.0,1.0,0.0,442808.0,116786.0
146,208531160,B0jiヽMENGHITAM,43343660.0,6057965.0,54281.0,8134931.0,21059.0,0.0,0.0,233154.0,289959.0
147,207384760,DodgyヽMENGHITAM,49751234.0,6027510.0,243778.0,7016583.0,18514.0,78961.0,99652.0,501013.0,72311.0
148,210497400,Admin Filler,61611181.0,5931335.0,168985.0,7757160.0,156049.0,42634.0,46343.0,539999.0,102766.0
149,210484559,MJヽMENGHITAM,31467036.0,5926815.0,489575.0,1510587.0,211785.0,0.0,0.0,28043.0,59390.0
150,210691086,CatfishFiller,27615716.0,5906370.0,220967.0,6456642.0,0.0,805.0,28.0,457796.0,93848.0
151,208434240,Co2ヽMENGHITAM,38080364.0,5879615.0,77044.0,7231590.0,0.0,0.0,0.0,125807.0,298676.0
152,209599485,BOZOOヽMENGHITAM,31723644.0,5807075.0,89641.0,7005716.0,980.0,0.0,0.0,137390.0,281581.0
153,206295667,grimmヽMENGHITAM,36374352.0,5732720.0,44662.0,7742910.0,0.0,0.0,0.0,208433.0,282929.0
154,210447287,NguaヽMENGHITAM,38775807.0,5554135.0,232522.0,5418017.0,2688.0,5064.0,243.0,330348.0,105145.0
155,209917222,FiuヽMENGHITAM,44407302.0,5496280.0,184178.0,5468640.0,37.0,21.0,0.0,178777.0,184041.0
156,209961943,KrakenMENGHITAM,42139334.0,5489410.0,184762.0,6023274.0,9059.0,3269.0,4016.0,342942.0,128472.0
157,209524709,JejLヽMENGHITAM,43211852.0,5450460.0,70298.0,7995261.0,29094.0,22066.0,0.0,484601.0,154965.0
158,209982255,SolヽMENGHITAM,45299074.0,5440325.0,0.0,8023640.0,0.0,0.0,0.0,230962.0,285701.0
159,210416768,Wolf MENGITAM,26942595.0,5291060.0,253183.0,4176857.0,7.0,11.0,1.0,149357.0,134163.0
160,209922389,SóiヽMENGHITAM,34960433.0,5246200.0,274305.0,4027349.0,29526.0,201.0,373.0,204605.0,98675.0
161,210135670,JuleヽMENGHITAM,31270688.0,5242135.0,194928.0,5494323.0,35181.0,115268.0,12850.0,244463.0,138036.0
162,210697567,Megangel,27164055.0,5220580.0,454988.0,1020580.0,0.0,0.0,0.0,37894.0,32082.0
163,210514026,AETAOヽMENGHITAM,34699084.0,4919295.0,248031.0,4285461.0,5606.0,10480.0,0.0,303420.0,61459.0
164,207405810,2iiヽMENGHITAM,28382606.0,4771745.0,142183.0,4989400.0,0.0,0.0,0.0,156854.0,171043.0
165,207492170,Legolas Farm,28316636.0,4737005.0,0.0,6976762.0,26660.0,0.0,0.0,196627.0,250258.0
166,207948053,AamirヽMENGHITAM,31052868.0,4684900.0,225103.0,3750090.0,0.0,0.0,0.0,151479.0,111765.0
167,209981613,YuliaヽMENGHITAM,35499995.0,4649340.0,152111.0,5050347.0,2570145.0,11930.0,57.0,102377.0,174423.0
168,210012680,GREED MENGHITAM,37618118.0,4515805.0,148903.0,5044931.0,10958.0,111815.0,0.0,235023.0,123444.0
169,209855010,DINDAヽMENGHITAM,28493775.0,4443135.0,101398.0,5599148.0,1.0,0.0,72.0,307996.0,125945.0
170,209540721,JASERヽMENGHITAM,29838221.0,4330155.0,275172.0,2516770.0,0.0,0.0,0.0,123657.0,64010.0
171,209640776,ㅎCatfishh,34413091.0,4230675.0,178036.0,4670996.0,0.0,0.0,94.0,421060.0,23001.0
172,208586603,MOIFILLER,33216486.0,4126025.0,160722.0,4401171.0,10815.0,337.0,586.0,311275.0,64162.0
173,209471546,gokuヽMENGHITAM,32460889.0,3842860.0,9695.0,5559362.0,132349.0,26.0,0.0,161488.0,195898.0
174,209525489,TJK99,36526007.0,3795425.0,311877.0,1149580.0,0.0,0.0,0.0,74212.0,20373.0
175,209582920,MANヽMENGHITAM,34893091.0,3663570.0,31805.0,5042994.0,153957.0,14371.0,0.0,156830.0,170758.0
176,208991050,JerryヽMENGHITAM,53251258.0,3661945.0,9160.0,5548643.0,15283.0,53.0,0.0,235506.0,159521.0
177,202598506,LAKOTA,34046043.0,3657085.0,274107.0,1413070.0,0.0,0.0,0.0,57515.0,41896.0
178,207280857,3925ヽMEMBLACK,31721044.0,3636715.0,0.0,5152870.0,0.0,0.0,0.0,91175.0,212056.0
179,210469988,Korn ヽMENGHITAM,31757358.0,3422430.0,91695.0,4293832.0,1.0,1036.0,0.0,285336.0,71920.0
180,209694006,BETTYヽMENGHITAM,29864011.0,3316985.0,171939.0,2598337.0,5914.0,9.0,4.0,140098.0,59807.0
181,210462298,YornヽMENGHITAM,28506349.0,3269565.0,136366.0,2970398.0,2942.0,0.0,0.0,128581.0,84200.0
182,206227076,no owner Hitam,46247300.0,3211125.0,1136.0,4811330.0,0.0,0.0,0.0,163493.0,158820.0
183,209299692,POTATOKIDヽHITAM,37058363.0,3014550.0,130227.0,2459200.0,0.0,0.0,0.0,52848.0,96536.0
184,208989258,RuthヽMENGHITAM,37743157.0,2997145.0,72868.0,3437520.0,0.0,0.0,0.0,123870.0,109941.0
185,210466708,Janavar85ヽHITAM,42572009.0,2889300.0,90456.0,2732601.0,1.0,2444.0,8.0,24408.0,124180.0
186,209927100,Emili,31072655.0,2801585.0,52289.0,4278860.0,0.0,0.0,22300.0,345420.0,36773.0
187,210476889,Samurai Joschy,28026345.0,2774255.0,212477.0,1120986.0,531.0,0.0,0.0,76470.0,17809.0
188,207592261,ᴾᵂツJyคŊ,38909721.0,2757755.0,41545.0,3976800.0,58370.0,87.0,33.0,252524.0,71979.0
189,209560283,Salack,38633370.0,2617940.0,133150.0,2265790.0,0.0,0.0,60740.0,92273.0,55005.0
190,208184682,bawokヽMENGHITAM,53628563.0,2515295.0,48214.0,3236438.0,4782.0,1366.0,0.0,156563.0,83356.0
191,210517361,AJヽMENGHITAM,33223038.0,2321710.0,112479.0,1973260.0,31.0,814.0,14.0,112703.0,42227.0
