Rank,Kingdom,Group,KvK,KvK Start,KvK End,Power,Power Capped,KP,Dead,CH25
1365,2936,B,,,,7669537942,7669537942,1.65179E+11,1348592525,141
1366,1311,B,C13228 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,7668744211,7118262750,1.20154E+11,1399828676,135
1367,3622,B,,,,7667199174,7667199174,1.71733E+11,1344598808,189
1368,3266,B,,,,7664576403,7664576403,99508095643,1255839064,156
1369,2463,B,,,,7651974203,7022849553,2.50802E+11,1602655621,162
1370,1291,B,C13228 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,7651308876,6977661189,1.36607E+11,1447296879,146
1371,2794,B,,,,7649991937,7649991937,1.44449E+11,1281630166,144
1372,2182,B,C13219 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,7649646011,7649646011,1.02229E+11,1608357464,138
1373,3351,B,,,,7648785857,6554495737,1.36356E+11,1074976093,181
1374,3794,B,,,,7647861883,7647861883,1.09733E+11,893800957,178
1375,2987,B,C13211 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,7646760880,7646199502,2.11464E+11,1577648375,136
1376,3495,B,,,,7646412571,7646412571,1.4152E+11,1176436921,193
1377,3012,B,,,,7643729544,7643729544,2.0453E+11,1565936142,180
1378,2582,B,C13229 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,7637556902,7637225031,1.40426E+11,1290623847,189
1379,1274,B,,,,7631024947,7617355968,1.46075E+11,1205458377,120
1380,3709,B,C13211 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,7624806709,7623317792,3.38556E+11,1543790868,172
1381,2127,B,C13248 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,7623800751,6609672178,1.1645E+11,1392126513,150
1382,3429,B,C13213 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,7623144470,7623144470,2.86474E+11,1768029120,152
1383,1360,B,,,,7620215418,7620149177,1.70199E+11,1826890953,146
1384,2294,B,C13212 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,7612079053,7612079053,2.1956E+11,1663913146,151
1385,3505,B,,,,7609671481,7598439140,4.75763E+11,1867521779,127
1386,2037,B,,,,7609496852,6954945161,91401991701,1086921156,131
1387,1180,B,C13242 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,7607359281,7607359281,47625282647,1062944025,158
1388,1470,B,C13216 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,7605970573,7605569967,1.19723E+11,1449021909,150
1389,2818,B,,,,7600668255,7600668255,3.3561E+11,1693099141,177
1390,2775,B,C13221 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,7600558793,7600128724,63935120473,912525310,177
1391,2927,B,,,,7600240256,7600240256,2.84082E+11,1903635423,141
1392,1485,B,C13219 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,7594470248,7594470248,80065397547,1312645779,158
1393,3404,B,,,,7593700974,7593028137,2.96778E+11,1621540838,210
1394,3897,B,,,,7593274048,7593274048,74758986873,475539339,207
1395,1173,B,,,,7592993154,7310094149,68877975822,1265720939,130
1396,2828,B,,,,7591724812,7554517173,1.73173E+11,1269543172,151
1397,3823,B,C13216 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,7588227304,7588227304,60528477137,718129336,198
1398,3529,B,C13238 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,7585722312,7585722312,1.29809E+11,1101620169,191
1399,2966,B,C13212 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,7582991768,7579185566,2.21818E+11,1496049010,134
1400,1663,B,,,,7579742115,7579742115,2.58793E+11,1637019319,153
1401,3095,B,C13229 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,7579496657,7579496657,1.16102E+11,1229145586,179
1402,2831,B,C13214 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,7579036682,7579036682,2.16693E+11,1465019596,164
1403,3532,B,,,,7571013895,7571013895,1.6606E+11,1382244284,172
1404,3252,B,,,,7569592360,6598874342,58155644638,1056517653,149
1405,3766,B,C13237 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,7568303285,5761038574,1.14445E+11,762167679,155
1406,1999,B,,,,7559531103,7559531103,1.62713E+11,1490020652,240
1407,3019,B,C13211 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,7551553160,7547084888,3.02323E+11,1866703152,162
1408,2994,B,,,,7551427741,7551427741,1.66418E+11,1299315933,138
1409,3734,B,,,,7549637599,7549637599,1.04767E+11,1242075573,189
1410,1308,B,,,,7548417733,7532440979,94921458414,1171285976,114
1411,3667,B,C13214 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,7548059783,7548059783,1.79534E+11,1197023589,150
1412,1670,B,C13243 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,7546463454,7534699313,95956112249,1256101313,151
1413,3192,B,,,,7544902584,7544902584,1.385E+11,1232585792,178
1414,2445,B,,,,7541321890,7541321890,1.0951E+11,1448652267,170
1415,1980,B,,,,7538014181,7538014181,1.00085E+11,1503627103,162
1416,3917,B,,,,7538007904,7538007904,35244007687,367514397,215
1417,3866,B,C13206 (Battle),2026-06-11T00:00:00.000Z,2026-08-08T00:00:00.000Z,7533803816,7533803816,51381494422,527016237,213
1418,3883,B,C13207 (Battle),2026-06-11T00:00:00.000Z,2026-08-08T00:00:00.000Z,7533047739,7533047739,79921077394,507032943,203
1419,1386,B,,,,7530258230,7528279655,2.25205E+11,1555528476,149
1420,1329,B,,,,7525295969,7525295969,80872132312,1473395402,126
1421,2801,B,C13217 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,7523226218,7521048298,1.10741E+11,1244659684,140
1422,2971,B,,,,7518512106,7518512106,1.3368E+11,1209121119,190
1423,3809,B,C13211 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,7512405402,7512405402,1.0579E+11,823922207,185
1424,3373,B,,,,7509418864,7509418864,61164263309,719990048,157
1425,2938,B,,,,7504016695,7496744152,1.35379E+11,1392872096,150
1426,1894,B,C13215 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,7503881935,7441035117,2.37294E+11,1575342775,162
1427,1621,B,,,,7502453692,7500475973,1.36735E+11,1352682565,132
1428,1455,B,C13221 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,7501658337,7497711545,65622004799,1066551923,147
1429,3799,B,,,,7500712212,7500712212,1.2096E+11,960079081,202
1430,2303,B,C13228 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,7499039506,5389525645,1.21631E+11,1084449516,107
1431,2251,B,,,,7498888161,7498888161,89621556171,1213050776,141
1432,3870,B,C13206 (Battle),2026-06-11T00:00:00.000Z,2026-08-08T00:00:00.000Z,7493465846,7493465846,57299355440,506307726,211
1433,2099,B,,,,7493300872,7485394627,75243809161,1105960634,123
1434,1724,B,,,,7490356241,7490356241,64787464019,1102134821,135
1435,1498,B,,,,7479782778,7479782778,1.94489E+11,1669489904,131
1436,2532,B,C13229 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,7473915802,7473915802,1.55479E+11,1566288553,170
1437,2156,B,,,,7471399034,7471399034,1.41851E+11,1342694159,162
1438,3205,B,,,,7469164016,7468727808,84561494843,1348236593,156
1439,1059,B,,,,7468746447,7379518467,1.36003E+11,1489491992,120
1440,3732,B,,,,7463468332,7444050291,1.19456E+11,1064132411,172
1441,2531,B,,,,7460650701,6778364411,74717317270,1182449844,140
1442,2451,B,,,,7460613711,7460613711,1.49041E+11,1466653935,152
1443,3531,B,,,,7458528563,7458528563,2.6256E+11,1679063365,152
1444,2646,B,C13229 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,7455993615,7455993615,72417802552,1142467947,160
1445,2417,B,C13216 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,7455206651,7455206651,1.36539E+11,1369766468,187
1446,1159,B,,,,7451553956,6914871555,1.8868E+11,1597697394,135
1447,3427,B,C13214 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,7450724327,7450724327,2.38669E+11,1396998860,154
1448,3760,B,,,,7444664930,7444664930,1.52452E+11,1115340937,192
1449,1008,B,C13245 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,7443347796,7441722207,1.1632E+11,1542494838,149
1450,2847,B,,,,7437804459,7434118400,2.08524E+11,1413517990,159
1451,3503,B,,,,7436243833,7436243833,1.03617E+11,1187189069,160
1452,1521,B,,,,7432375670,7179212808,69740786739,1094229385,145
1453,3451,B,,,,7431904203,7431904203,4.04551E+11,1731103910,172
1454,3034,B,,,,7430239027,7429977283,1.13686E+11,1119418406,186
1455,3304,B,C13225 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,7429316861,7429316861,1.27983E+11,960074124,144
1456,2285,B,,,,7428265599,7428265599,88999326724,1178632201,158
1457,1834,B,,,,7427323464,7427323464,1.2494E+11,1739932851,144
1458,1783,B,,,,7425487566,7425487566,86807133451,1383295824,138
1459,3113,B,,,,7425038528,7422050522,2.10357E+11,1304775123,148
1460,3541,B,C13216 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,7424832262,7424832262,1.31174E+11,1106578417,180
1461,2665,B,,,,7420578808,7420578808,2.00066E+11,1609852282,134
1462,3682,B,C13227 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,7413137876,7412762960,2.43402E+11,1216299941,210
1463,1511,B,,,,7411700998,7411700998,65724711981,1194667665,152
1464,3858,B,,,,7407414282,7407414282,83464638126,717797321,187
1465,2210,C,C13219 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,7404586663,7404586663,88114427291,1405378654,143
1466,1305,C,C13232 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,7404247391,7403591469,1.75101E+11,1559111827,134
1467,2589,C,,,,7401670690,7393772932,1.49969E+11,1322682214,189
1468,2591,C,,,,7396357383,7396357383,1.00532E+11,1223196619,179
1469,1244,C,,,,7393338274,7364870968,30110350383,972558372,128
1470,1253,C,C13245 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,7392701166,7392701166,1.34903E+11,1549242636,167
1471,3605,C,,,,7392568196,7392568196,2.00798E+11,1389728176,200
1472,3080,C,,,,7389330149,7389330149,1.37897E+11,1019214432,175
1473,3627,C,,,,7385624508,7385428813,2.22446E+11,1307799100,152
1474,3234,C,,,,7385499560,7384671480,1.96478E+11,1390314950,161
1475,1892,C,C13222 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,7384489240,7383665131,3.14949E+11,1747198700,135
1476,1121,C,C13229 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,7380948082,7380948082,1.35097E+11,1283422262,129
1477,1721,C,,,,7376344272,7335189537,3.23343E+11,1879379249,122
1478,3385,C,,,,7376042212,6113321005,1.06138E+11,1013381932,160
1479,3900,C,,,,7376029113,7376029113,1.12584E+11,496715194,171
1480,1065,C,,,,7371450555,7363635058,1.2504E+11,1549705542,127
1481,1467,C,,,,7358664014,7091413841,2.56732E+11,1922518522,127
1482,3049,C,C13221 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,7358163908,7358163908,1.24647E+11,1426269466,166
1483,3170,C,,,,7353993527,7350273558,1.28457E+11,1463745306,169
1484,2283,C,,,,7348712455,7338656383,1.92279E+11,1391772611,184
1485,2441,C,,,,7345699543,7310888775,3.07726E+11,1602412633,188
1486,2561,C,,,,7345159058,7345159058,1.46061E+11,1293987589,146
1487,1922,C,C13236 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,7344109116,7344109116,2.11777E+11,1518237048,130
1488,3267,C,,,,7342117273,7342117273,1.69619E+11,1299455036,167
1489,3474,C,,,,7341611397,7334711750,1.89271E+11,1284802964,143
1490,2541,C,,,,7339799188,7339799188,1.03301E+11,1422384952,129
1491,2365,C,C13220 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,7338842888,7338842888,97943575711,1363433195,150
1492,3471,C,,,,7337698219,7333094328,2.17672E+11,1389695942,152
1493,3871,C,C13207 (Battle),2026-06-11T00:00:00.000Z,2026-08-08T00:00:00.000Z,7327361960,7327361960,33189007767,448192523,230
1494,3227,C,,,,7325807691,7324467621,2.30291E+11,1595026047,173
1495,2028,C,C13242 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,7324912248,7324912248,95973125009,1399922340,134
1496,3701,C,C13213 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,7317781440,7317781440,1.06293E+11,1100297706,158
1497,3906,C,,,,7314060745,7314060745,48032980535,484002069,214
1498,1883,C,,,,7313379157,7313379157,1.59474E+11,1505882526,129
1499,2695,C,C13227 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,7307525565,7302851919,2.53942E+11,1729377112,187
1500,3714,C,,,,7302573774,7302573774,1.58167E+11,1068093704,169
1501,1452,C,C13212 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,7294364514,7292133402,3.10068E+11,1410586130,154
1502,1700,C,,,,7291466772,7291466772,76186812756,1312810999,143
1503,1369,C,C13239 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,7285513932,7285513932,1.62824E+11,1453052165,137
1504,2137,C,,,,7284022804,7284022804,1.1696E+11,1342693610,153
1505,1423,C,,,,7283502784,7283502784,1.76985E+11,1255767059,166
1506,3046,C,,,,7282062279,7282062279,2.48025E+11,1466418911,149
1507,1358,C,,,,7277077421,7277077421,92633990527,1321800932,137
1508,1422,C,,,,7276698420,6670845283,1.05434E+11,1246111102,107
1509,2526,C,,,,7276297996,5914406496,2.01147E+11,1392633345,158
1510,2752,C,C13219 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,7272072585,7269093586,1.34935E+11,1484639012,202
1511,1849,C,,,,7271753938,7271753938,1.61843E+11,1567709706,151
1512,3222,C,,,,7268889058,7268889058,1.85419E+11,1293169651,179
1513,1590,C,,,,7266809219,7266809219,83368703381,1196395287,147
1514,1913,C,,,,7264516949,7264516949,88331610913,1345892308,136
1515,1659,C,,,,7256304730,7241267470,2.38196E+11,1622554094,142
1516,2224,C,C13229 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,7255752929,7255752929,1.15727E+11,1322223054,138
1517,3098,C,C13229 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,7254026625,7254026625,1.25423E+11,1354341703,195
1518,1705,C,C13220 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,7253174897,7253174897,1.30501E+11,1471365700,127
1519,3527,C,,,,7252363614,7252363614,3.24533E+11,1657632868,144
1520,3118,C,,,,7247530404,7247530404,1.54147E+11,1324112254,187
1521,1726,C,,,,7244019660,7244019660,88293982848,1162685956,134
1522,2836,C,C13222 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,7243573341,7242503443,83994487244,1035494209,160
1523,3398,C,C13213 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,7239495323,7239495323,1.99067E+11,1457418027,131
1524,1124,C,C13247 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,7232018535,7232018535,1.34883E+11,1360216397,168
1525,3424,C,,,,7231161460,7231161460,81535487997,1078482682,177
1526,3621,C,,,,7230963416,7227990145,2.16448E+11,1400658525,158
1527,1926,C,,,,7230961753,7216142861,2.1138E+11,1649847395,172
1528,1098,C,,,,7230954320,7230954320,1.41389E+11,1850990627,122
1529,2825,C,,,,7230911630,7228861132,59259275305,1098385407,144
1530,2915,C,,,,7230026261,7230026261,1.28695E+11,1293320209,199
1531,3287,C,,,,7222142459,7221966693,87382747063,850911309,174
1532,1300,C,,,,7220929576,7220929576,1.65408E+11,1481583312,134
1533,3669,C,,,,7220052352,7220052352,1.21852E+11,907991458,177
1534,2952,C,C13241 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,7218938901,7216802795,1.70383E+11,1699574749,142
1535,2235,C,C13236 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,7216606501,7216606501,1.52575E+11,1527988984,152
1536,1025,C,,,,7212549727,7212549727,1.66286E+11,1590776898,150
1537,2584,C,,,,7210686475,7210686475,60745134919,1219576090,145
1538,3341,C,,,,7209924059,7209924059,1.17803E+11,1195361319,156
1539,2436,C,C13216 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,7207749611,7207749611,1.28862E+11,1482340334,140
1540,1776,C,,,,7205700950,7205700950,1.53902E+11,1613578528,125
1541,2250,C,C13216 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,7205599043,7205599043,88468110855,1188872581,161
1542,1198,C,,,,7201274558,7198991757,1.15528E+11,1209786186,156
1543,1101,C,,,,7200577340,7200577340,94514671742,1263681950,115
1544,3708,C,,,,7200454744,7200454744,79989633540,841383807,146
1545,3665,C,,,,7200010781,7200010781,77590899152,884696129,180
1546,3302,C,C13214 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,7199701201,7199701201,1.03402E+11,1142943120,158
1547,3028,C,,,,7194438981,7194438981,1.80727E+11,1336149055,138
1548,1790,C,,,,7188271673,7188271673,1.02126E+11,1192899537,131
1549,2660,C,,,,7187740212,5727920000,93819867051,1095720953,119
1550,3282,C,C13215 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,7182886525,7182247395,2.02316E+11,1513812239,158
1551,1043,C,,,,7177728082,7174037227,1.26749E+11,1268433605,137
1552,2204,C,C13223 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,7169147284,7163994166,46335491469,1172945779,126
1553,3450,C,,,,7163660793,7163660793,1.60012E+11,1102896977,157
1554,3105,C,,,,7163112533,7163112533,1.41689E+11,1433294941,151
1555,1053,C,,,,7156587386,7156587386,2.15772E+11,1823440125,140
1556,2569,C,,,,7156274113,7144412391,2.38223E+11,1400654169,134
1557,1678,C,,,,7152695762,7152695762,1.0709E+11,1309328581,133
1558,3654,C,C13230 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,7152604314,7148611721,54637155338,958089531,196
1559,1249,C,,,,7151885624,7151885624,92933335951,1289236232,139
1560,1157,C,C13230 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,7151468121,7151468121,66805800980,1079909592,123
1561,3291,C,C13239 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,7150068012,7150068012,1.37994E+11,1265913118,161
1562,3360,C,,,,7149422264,7149422264,2.03122E+11,1362146487,135
1563,3362,C,,,,7147256566,7141006848,1.29293E+11,1355473798,154
1564,1732,C,,,,7143564326,6723751438,51040609654,936845663,149
1565,1266,C,,,,7139802530,7139802530,2.12764E+11,1891327656,104
1566,1042,C,,,,7139363333,7139363333,1.09068E+11,1478539895,131
1567,1995,C,,,,7136049147,7136049147,1.6034E+11,1454814693,122
1568,1916,C,,,,7134842507,7134842507,90050506483,1293712007,163
1569,3721,C,,,,7134150456,7134150456,84098336200,840838490,165
1570,1771,C,C13223 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,7133815594,7133815594,51506480227,1007431548,152
1571,1575,C,,,,7132746160,7132746160,97438513589,1187797610,140
1572,1950,C,C13241 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,7132503677,7132503677,1.67821E+11,1573568253,153
1573,1584,C,,,,7130400559,7130400559,1.39189E+11,1368996871,127
1574,1813,C,,,,7129928148,7129928148,1.00811E+11,1334350724,154
1575,3253,C,C13215 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,7128268586,7128268586,1.19924E+11,1201683935,161
1576,1044,C,C13213 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,7127422339,7126596857,3.87328E+11,2236325983,152
1577,2758,C,C13241 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,7125553423,7125543950,1.313E+11,1226262305,149
1578,3882,C,C13207 (Battle),2026-06-11T00:00:00.000Z,2026-08-08T00:00:00.000Z,7125078854,7125078854,36422727808,425646553,216
1579,1039,C,,,,7123740298,7123740298,87133651107,1308880968,148
1580,2319,C,,,,7122252631,7122252631,2.89085E+11,1630290827,195
1581,2710,C,C13221 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,7117482379,7117482379,1.68141E+11,1770476207,147
1582,3086,C,C13215 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,7112286551,7112286551,3.53152E+11,1823141635,139
1583,3553,C,C13231 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,7110765800,7110765800,1.64886E+11,1575756934,154
1584,1838,C,C13222 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,7110485663,7110485663,67382669201,1262402275,130
1585,2926,C,C13228 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,7108275953,6350547783,1.0422E+11,1209620998,145
1586,2786,C,C13242 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,7107919550,7107919550,1.31248E+11,1349740042,157
1587,2016,C,C13214 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,7106927115,7106927115,1.73908E+11,1507283482,152
1588,2610,C,,,,7105893970,7089302756,3.13447E+11,1861099162,150
1589,2150,C,,,,7101644899,4529988685,91374745840,730788525,122
1590,1162,C,C13219 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,7100817536,7100817536,1.28055E+11,1536567390,146
1591,3387,C,,,,7098575206,7098575206,1.07779E+11,1262690031,192
1592,1018,C,C13230 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,7097671715,7097671715,81277287180,1212151076,133
1593,1292,C,C13245 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,7097465738,7097465738,72828830162,1314909182,148
1594,1099,C,,,,7096805027,7093917390,1.17326E+11,1396798153,139
1595,1796,C,,,,7095161100,7095161100,1.05372E+11,1381922420,131
1596,1589,C,,,,7088714596,7085118657,2.18471E+11,1586365190,155
1597,1826,C,,,,7088250615,7088250615,1.60915E+11,1245155068,170
1598,3522,C,C13227 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,7088246594,7088246594,1.76022E+11,1406928922,157
1599,1223,C,,,,7083620109,7069381090,1.03068E+11,1151976790,95
1600,1614,C,,,,7080888937,7080888937,98863883775,1456447945,115
1601,3410,C,,,,7079510502,7079510502,69477719711,1056421484,158
1602,2702,C,,,,7075440223,7075440223,1.49491E+11,1173937393,184
1603,3887,C,C13207 (Battle),2026-06-11T00:00:00.000Z,2026-08-08T00:00:00.000Z,7073171473,7073171473,32326427494,366787587,214
1604,2632,C,C13230 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,7070627483,7070627483,56059160346,1037764366,162
1605,1690,C,,,,7069918130,7069918130,1.11516E+11,1504552953,142
1606,1514,C,,,,7069360216,7068084379,3.18906E+11,1870165484,154
1607,1106,C,,,,7069295689,7066639268,1.61462E+11,1402926762,122
1608,1982,C,,,,7068213344,7068213344,1.61663E+11,1601310804,119
1609,2899,C,C13220 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,7065449863,7065449863,90609058955,1138593755,198
1610,3104,C,,,,7064432113,7064432113,1.87498E+11,1319650161,142
1611,3680,C,,,,7062792845,5507279084,81224779536,732393791,147
1612,2368,C,C13218 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,7059283431,7059283431,96216731794,1338786051,167
1613,1844,C,,,,7059222078,7059222078,1.03099E+11,1302788830,151
1614,1366,C,C13227 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,7059132110,7059132110,1.70274E+11,1658302755,154
1615,1956,C,,,,7054327127,7054327127,65952863380,1374782670,133
1616,3408,C,C13217 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,7051389644,7019643397,1.57072E+11,1277891227,130
1617,2753,C,C13240 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,7050382658,7048272545,1.34417E+11,1445112550,153
1618,2608,C,,,,7050310805,7050310805,1.57865E+11,1396128116,158
1619,3567,C,,,,7050301446,7050301446,1.38928E+11,1300249545,179
1620,3166,C,,,,7049516592,7049516592,2.03335E+11,1270485597,150
1621,3663,C,C13215 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,7046937045,7046937045,1.25925E+11,1122424329,166
1622,2173,C,C13216 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,7046930787,7046930787,1.99177E+11,1504929605,163
1623,1346,C,,,,7046541238,7010773271,1.22863E+11,1308819846,89
1624,3251,C,,,,7042491343,7042491343,2.48726E+11,1307262772,211
1625,3402,C,,,,7041359705,7041359705,1.29356E+11,1212528914,146
1626,2524,C,C13245 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,7040939898,7040939898,1.27113E+11,1552292854,159
1627,3509,C,,,,7039696326,7039696326,74730610232,1154693470,163
1628,3138,C,,,,7037543967,7034693665,2.13571E+11,1374461878,150
1629,1739,C,C13243 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,7033964862,7033964862,1.53675E+11,1436295110,133
1630,1072,C,,,,7033499489,7033499489,1.45558E+11,1154751668,137
1631,1675,C,,,,7023081856,6995553769,95641543725,1249677241,121
1632,3445,C,C13228 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,7022134668,6211317477,1.09899E+11,948073645,146
1633,2562,C,C13220 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,7020440278,7020440278,90529028339,1253063753,146
1634,3752,C,C13216 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,7018188552,7018188552,94091546901,729111704,171
1635,3157,C,,,,7018067056,7018067056,1.05387E+11,1118369213,159
1636,1772,C,C13241 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,7014413338,7014413338,1.05043E+11,1318944243,159
1637,2916,C,,,,7011596181,7002977100,1.209E+11,905314895,143
1638,2168,C,C13225 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,7007159981,6996033606,41214117608,835005625,137
1639,2820,C,,,,7004565271,7004565271,2.41188E+11,1383873116,265
1640,3828,C,C13216 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,7004437962,7004437962,37604013366,515473937,181
1641,1627,C,C13240 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,7004296428,7003441077,1.15714E+11,1412099916,162
1642,3109,C,C13243 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,7001332763,7001332763,1.43415E+11,1463505906,146
