#,Governor ID,Governor Name,Camp,KD,Power,Power Diff,KP,T4,T5,Dead,Acclaim,Healed,DKP,Trades,Credit Score,Kill Points,Death Points,Heal Points
1377,204665608,ᵛᶰÁc Quỷ,Earth,3874,60132181,614400,0,0,0,0,0,25372,0,,100,,,
1380,201908193,P Ngũ Lão,Earth,3874,32958972,192421,0,0,0,0,0,39619,0,,100,,,
1426,206812168,まるるる,Earth,3874,20206914,146700,0,0,0,0,0,386,0,,100,,,
1440,206018791,Bernardusx҉72,Earth,3874,24334414,172532,0,0,0,0,0,23850,0,,100,,,
1441,203589172,乂7ÐoǤᵀᴴ,Earth,3874,49907907,1559685,0,0,0,0,0,185999,0,,100,,,
1458,198647993,K i n g  Ragnar,Earth,3874,25023990,622484,0,0,0,0,0,141402,0,,100,,,
1464,203899695,IㄴPeyzazhㄱI,Earth,3874,44302415,1812113,0,0,0,0,0,58629,0,,100,,,
1479,206832610,батя13,Earth,3874,19080692,275355,0,0,0,0,0,3229,0,,100,,,
1489,208572757,veomfarmf,Earth,3874,17261342,0,0,0,0,0,0,0,0,,100,,,
1504,206321822,ˢᵏᶜ BAO,Earth,3874,14446439,0,0,0,0,0,0,0,0,,100,,,
1521,206407217,ˢᵏᶜNico,Earth,3874,20075440,0,0,0,0,0,0,0,0,,100,,,
1523,206883720,الصقر509,Earth,3874,18272597,0,0,0,0,0,0,0,0,,100,,,
1546,206074867,Toma Đậu Pro,Earth,3874,60172634,975518,0,0,0,0,0,111242,0,,100,,,
1551,206809120,øChinhNVø,Earth,3874,22798092,0,0,0,0,0,0,0,0,,100,,,
1577,207523960,VnKỳLân,Earth,3874,17164176,559150,0,0,0,0,0,0,0,,100,,,
1579,204181871,冷 血NAMIKAZE,Earth,3874,21011460,20300,0,0,0,0,0,0,0,,100,,,
1590,203920390,Iㄴ김은ㄱI,Earth,3874,61923498,1492850,0,0,0,0,0,47015,0,,100,,,
1613,203513996,ᵛⁿVawnNgocj,Earth,3874,46739129,372899,0,0,0,0,0,111771,0,,100,,,
1642,206866516,VSenl cris,Earth,3874,19777333,29732,0,0,0,0,0,77,0,,100,,,
1644,206250992,ˢˢPintohail,Earth,3874,57369470,99300,0,0,0,0,0,146184,0,,100,,,
1656,206502002,Gurando08 fam8,Earth,3874,10512750,107199,0,0,0,0,0,0,0,,100,,,
1662,203588864,乂Skヅᵀᴴ,Earth,3874,43683450,1076264,0,0,0,0,0,64179,0,,100,,,
1670,203521384,TEP farm,Earth,3874,61990263,44690,0,0,0,0,0,24588,0,,100,,,
1681,205971943,Châufam,Earth,3874,18771184,0,0,0,0,0,0,0,0,,100,,,
1722,206813747,Mariana28,Earth,3874,13514902,935367,0,0,0,0,0,6962,0,,100,,,
1731,204148551,dhoangbimuted,Earth,3874,22004565,0,0,0,0,0,0,0,0,,100,,,
1740,201991009,ᴾᴾTigerr,Earth,3874,25723604,96000,0,0,0,0,0,0,0,,100,,,
1741,206524966,Corana,Earth,3874,27329166,203300,0,0,0,0,0,0,0,,100,,,
1756,199179530,Bánh SuKem,Earth,3874,62133242,1032718,0,0,0,0,0,87899,0,,100,,,
1759,206241415,ˢᵏᶜChóCon,Earth,3874,12457833,0,0,0,0,0,0,0,0,,100,,,
1773,206233856,ᴿᴼsyKilleR,Earth,3874,50339333,170832,0,0,0,0,0,10197,0,,100,,,
1774,203505447,IㄴXRayㄱI,Earth,3874,41424674,94291,0,0,0,0,0,0,0,,100,,,
1784,204542377,lconfarm,Earth,3874,24549753,0,0,0,0,0,0,0,0,,100,,,
1810,58798184,Emily Trần,Earth,3874,66349405,248431,0,0,0,0,0,141126,0,,100,,,
1849,206848803,YUSUPOV,Earth,3874,17278045,0,0,0,0,0,0,0,0,,100,,,
1852,203291078,๖ Chill ㋛ 1,Earth,3874,26658537,183062,0,0,0,0,0,6042,0,,100,,,
1893,203702950,Fēniks,Earth,3874,39832312,1214358,0,0,0,0,0,25582,0,,100,,,
1902,206200672,Diab1o,Earth,3874,13930112,0,0,0,0,0,0,0,0,,100,,,
1908,206242894,Toma Prime,Earth,3874,35696985,313660,0,0,0,0,0,0,0,,100,,,
1936,204755612,Longᴬᴱ,Earth,3874,39773732,501996,0,0,0,0,0,66211,0,,100,,,
1955,206368339,VnHuyềnVũ,Earth,3874,20934070,0,0,0,0,0,0,0,0,,100,,,
1975,203469630,ᵛⁿChipped,Earth,3874,53261499,369988,0,0,0,0,0,109540,0,,100,,,
1984,204695538,glitchF5,Earth,3874,26232725,0,0,0,0,0,0,0,0,,100,,,
1986,206815379,ᴰᴴLuckyGuyツ,Earth,3874,21107273,0,0,0,0,0,0,0,0,,100,,,
2028,204038610,ᴾᴾStarrim,Earth,3874,25486845,27200,0,0,0,0,0,0,0,,100,,,
2035,199525425,Jollibe乄Lầy,Earth,3874,61662034,2304671,0,0,0,0,0,321835,0,,100,,,
2054,206873189,vzglayd,Earth,3874,11210046,260143,0,0,0,0,0,3,0,,100,,,
2069,171807775,Maиikお,Earth,3874,32966956,338765,0,0,0,0,0,3494,0,,100,,,
2078,200386844,NTTk,Earth,3874,33825815,878278,0,0,0,0,0,84532,0,,100,,,
2090,203670726,Trâmneef,Earth,3874,17202570,0,0,0,0,0,0,0,0,,100,,,
2091,201908941,ᴾᴾ义Trung1,Earth,3874,69382735,2017222,0,0,0,0,0,233982,0,,100,,,
2105,206254628,Toma farm 20,Earth,3874,37867591,0,0,0,0,0,0,0,0,,100,,,
2126,203886362,Def flag 3874,Earth,3874,61749857,2621834,0,0,0,0,0,24832,0,,100,,,
2134,199791805,IㄴXRayyㄱI,Earth,3874,60567672,198676,0,0,0,0,0,6541,0,,100,,,
2135,206227876,JongUn Kim,Earth,3874,31648390,13196,0,0,0,0,0,3299,0,,100,,,
2146,202018465,WIN S,Earth,3874,44985886,945271,0,0,0,0,0,289575,0,,100,,,
2158,203291437,๖ Chill ㋛ 2,Earth,3874,26189877,206462,0,0,0,0,0,6072,0,,100,,,
2159,204314242,Gurando08 fam4,Earth,3874,10062821,107199,0,0,0,0,0,0,0,,100,,,
2162,204388395,Linh iuu,Earth,3874,33953197,1515231,0,0,0,0,0,64019,0,,100,,,
2173,205085948,ᴳᴴDCNO12,Earth,3874,37810138,171768,0,0,0,0,0,27773,0,,100,,,
2185,203474784,IㄴHaoHaoG1ㄱI,Earth,3874,35141628,159665,0,0,0,0,0,2801,0,,100,,,
2207,206825242,BaRbArIaN,Earth,3874,21458044,425531,0,0,0,0,0,0,0,,100,,,
2221,203588379,ᴅᴏᴊɪ  ㋦,Earth,3874,39090105,72400,0,0,0,0,0,1203,0,,100,,,
2224,206276739,HuyHiHung,Earth,3874,20711532,302863,0,0,0,0,0,915,0,,100,,,
2242,204196346,Toma PapaGangz,Earth,3874,44801709,280568,0,0,0,0,0,55437,0,,100,,,
2269,204315923,Gurando08 fam7,Earth,3874,10777145,235913,0,0,0,0,0,0,0,,100,,,
2280,206237537,TomaFarm14,Earth,3874,21257426,113300,0,0,0,0,0,0,0,,100,,,
2286,203928050,ᴠɴᴇムEmirム,Earth,3874,15004887,30474,0,0,0,0,0,0,0,,100,,,
2299,203588516,ÐraVaN ËnJøy,Earth,3874,41823539,297574,0,0,0,0,0,6454,0,,100,,,
2313,199320883,IㄴShàdron27ㄱI,Earth,3874,28533417,23600,0,0,0,0,0,0,0,,100,,,
2326,203797357,ˢʷRoy,Earth,3874,60487848,886600,0,0,0,0,0,52985,0,,100,,,
2377,203900335,Alqqakk,Earth,3874,31351643,0,0,0,0,0,0,0,0,,100,,,
2379,203924421,IㄴWaeslasㄱI,Earth,3874,21171138,0,0,0,0,0,0,0,0,,100,,,
2381,203590939,ᴅᴏᴊɪ ㋦,Earth,3874,68474609,926860,0,0,0,0,0,54928,0,,100,,,
2397,203851118,SuperBu2,Earth,3874,16721182,123200,0,0,0,0,0,0,0,,100,,,
2406,198984737,LazyCapyy,Earth,3874,51380137,453172,0,0,0,0,0,95501,0,,100,,,
2409,203588470,來 Griffin ぷ,Earth,3874,38249783,761684,0,0,0,0,0,19408,0,,100,,,
2422,204639376,MeoGeyTron암,Earth,3874,44801193,866871,0,0,0,0,0,125304,0,,100,,,
2432,204849800,メBOIBOI ᴬᴱ,Earth,3874,46690567,0,0,0,0,0,0,0,0,,100,,,
2446,206860299,Ewin25,Earth,3874,14844288,19200,0,0,0,0,0,0,0,,100,,,
2449,206020882,ˢᴿSMOSHI XXX,Earth,3874,43192699,963895,0,0,0,0,0,26624,0,,100,,,
2457,206878587,QinShiHuangDtry,Earth,3874,11263504,0,0,0,0,0,0,0,0,,100,,,
2532,203604281,Pharaoh ᴷᴹ,Earth,3874,9904717,102400,0,0,0,0,0,0,0,,100,,,
2544,196943684,Iㄴ白白ㄱI,Earth,3874,41234294,335164,0,0,0,0,0,88478,0,,100,,,
2549,203588479,Franzᵀᴴ,Earth,3874,48048216,1159813,0,0,0,0,0,30505,0,,100,,,
2569,204672455,メDiaᴬᴱメ,Earth,3874,41731696,650520,0,0,0,0,0,18149,0,,100,,,
2571,203664198,Hoàng Tuấnn,Earth,3874,32548735,28400,0,0,0,0,0,0,0,,100,,,
2575,206156773,ᵂᴰbakai,Earth,3874,42235702,593388,0,0,0,0,0,61574,0,,100,,,
2586,206871030,tungnb,Earth,3874,15721909,277360,0,0,0,0,0,5158,0,,100,,,
2603,192154965,麃公,Earth,3874,29621176,0,0,0,0,0,0,0,0,,100,,,
2614,206501452,Gurando08 fam6,Earth,3874,10668790,107199,0,0,0,0,0,0,0,,100,,,
2657,206227743,ᴰᴴExwaer,Earth,3874,17638939,13409,0,0,0,0,0,0,0,,100,,,
2669,203973171,Mhwuanz,Earth,3874,37633766,621234,0,0,0,0,0,23015,0,,100,,,
2679,206838044,Sir Ruslan046,Earth,3874,16133937,0,0,0,0,0,0,0,0,,100,,,
2712,206856810,Hallur,Earth,3874,10388231,0,0,0,0,0,0,0,0,,100,,,
2715,201919085,๖ Chill ㋛,Earth,3874,55861146,438000,89493,0,0,0,0,70803,0,,100,,,
2723,205080023,CanByt,Earth,3874,27576840,488115,0,0,0,0,0,19756,0,,100,,,
2738,206458829,ᶻʰDUMBU,Earth,3874,17498749,1046784,0,0,0,0,0,0,0,,100,,,
2761,206859118,Joker1987,Earth,3874,19683147,0,0,0,0,0,0,0,0,,100,,,
2774,203314506,๖ Chill ㋛ 3,Earth,3874,26407548,172662,0,0,0,0,0,7088,0,,100,,,
2777,206837685,kopingtrung,Earth,3874,38052211,822451,0,0,0,0,0,0,0,,100,,,
2801,203513973,Nguyễn Dungg,Earth,3874,44639857,249991,0,0,0,0,0,13360,0,,100,,,
2802,206464219,ImNewbiez,Earth,3874,26984204,0,0,0,0,0,0,0,0,,100,,,
2820,154336543,TomaFarm 18,Earth,3874,37154472,15436,0,0,0,0,0,3859,0,,100,,,
2824,205645579,l1l1th,Earth,3874,22640129,0,0,0,0,0,0,0,0,,100,,,
2835,206828303,Haophu67ag,Earth,3874,24724068,313458,0,0,0,0,0,1291,0,,100,,,
2847,206686145,Çаrтieя,Earth,3874,20318382,0,0,0,0,0,0,0,0,,100,,,
2851,204658009,メMiu ᴬᴱ,Earth,3874,37958823,32000,0,0,0,0,0,0,0,,100,,,
2879,199604386,Vitamin E,Earth,3874,63334106,937400,0,0,0,0,0,25635,0,,100,,,
2885,203513948,IㄴThanh 다이ㄱI,Earth,3874,41924910,1090326,0,0,0,0,0,96863,0,,100,,,
2888,203525993,IㄴPuNaㄱI,Earth,3874,38865001,1337636,0,0,0,0,0,35878,0,,100,,,
2894,202049871,义MiŊ义,Earth,3874,58996945,1021495,0,0,0,0,0,7237,0,,100,,,
2900,206535164,ʷˢBlackies,Earth,3874,22372445,0,0,0,0,0,0,0,0,,100,,,
2901,203700712,ˢʷRoyZ,Earth,3874,67407694,1167202,0,0,0,0,0,30786,0,,100,,,
2902,207078406,Mexico Azteca,Earth,3874,27144516,618576,0,0,0,0,0,9066,0,,100,,,
2932,204289289,Shaazaar,Earth,3874,54242140,269717,0,0,0,0,0,4207,0,,100,,,
2935,203858559,KIA,Earth,3874,48971731,1557320,0,0,0,0,0,92346,0,,100,,,
2940,206208172,ViKiNgI,Earth,3874,24539170,9678,0,0,0,0,0,335,0,,100,,,
2976,204482129,Súplơơ,Earth,3874,41514273,733229,0,0,0,0,0,52604,0,,100,,,
2980,206901447,Alejandro 23o,Earth,3874,23486708,1059437,0,0,0,0,0,17058,0,,100,,,
2984,205288617,ᵀᴬDucThinh,Earth,3874,40944236,208100,0,0,0,0,0,42628,0,,100,,,
2988,206163195,PapaGangz F2,Earth,3874,21340351,41262,0,0,0,0,0,0,0,,100,,,
3016,203904011,IㄴOptimus PㄱI,Earth,3874,33164074,541278,0,0,0,0,0,53237,0,,100,,,
3031,208478665,HailSatan IV,Earth,3874,56690889,532263,0,0,0,0,0,41399,0,,100,,,
3065,206468551,GuenPee,Earth,3874,25110403,184728,0,0,0,0,0,29133,0,,100,,,
3091,203525825,ᴠɴムDIN0ム,Earth,3874,40124396,0,0,0,0,0,0,0,0,,100,,,
3095,206311645,ᴰᴴBRONN,Earth,3874,24560730,0,0,0,0,0,0,0,0,,100,,,
3133,203514324,IㄴQuậyㄱI,Earth,3874,34739939,0,0,0,0,0,0,0,0,,100,,,
3187,206881972,Mario Milano,Earth,3874,24620969,226700,0,0,0,0,0,92132,0,,100,,,
3262,204629979,明芳mochii,Earth,3874,27906238,95601,0,0,0,0,0,0,0,,100,,,
3270,204766285,Chú Sắt,Earth,3874,56777201,1896314,0,0,0,0,0,106348,0,,100,,,
3280,206235633,TomaFarm17,Earth,3874,29313976,0,0,0,0,0,0,0,0,,100,,,
3316,170839206,ACOCA,Earth,3874,59768442,300708,0,0,0,0,0,166608,0,,100,,,
3318,206157363,azaden,Earth,3874,14695161,39585,0,0,0,0,0,0,0,,100,,,
3328,206820436,Dmitriy8888,Earth,3874,27073723,0,0,0,0,0,0,0,0,,100,,,
3350,209088029,Capybaraa 1,Earth,3874,16945319,82100,0,0,0,0,0,0,0,,100,,,
3381,206350438,IㄴPesiㄱI,Earth,3874,25648906,0,0,0,0,0,0,0,0,,100,,,
3463,203918054,NQP,Earth,3874,37819415,676177,0,0,0,0,0,34141,0,,100,,,
3471,203588412,來 Brooklynx ぷ,Earth,3874,41909070,272800,0,0,0,0,0,13165,0,,100,,,
3486,206345038,Ikirel,Earth,3874,27172288,0,0,0,0,0,0,0,0,,100,,,
3491,204563991,MinTLC,Earth,3874,36239610,747046,0,0,0,0,0,20142,0,,100,,,
3515,203881226,q33,Earth,3874,27521135,0,0,0,0,0,0,0,0,,100,,,
3526,204477820,Ayrimen,Earth,3874,43271658,991762,0,0,0,0,0,125447,0,,100,,,
3536,194894593,ssLoki,Earth,3874,19869757,0,0,0,0,0,0,0,0,,100,,,
3542,205789578,딸기맛비누,Earth,3874,32098779,0,0,0,0,0,0,0,0,,100,,,
3544,203529598,DũngE1,Earth,3874,12508688,123650,0,0,0,0,0,0,0,,100,,,
3546,203588366,Monyedzᵀᴴ,Earth,3874,42739556,349924,0,0,0,0,0,9577,0,,100,,,
3564,206467974,Fyrris,Earth,3874,24203080,173664,0,0,0,0,0,28563,0,,100,,,
3584,205947704,Vitamin E Farm,Earth,3874,27562952,20000,0,0,0,0,0,0,0,,100,,,
3591,201907031,ThanhLayFVip,Earth,3874,16064425,9600,0,0,0,0,0,0,0,,100,,,
3594,204727623,明芳mochi,Earth,3874,32487528,57000,0,0,0,0,0,0,0,,100,,,
3618,206309764,Karasuma Renya,Earth,3874,26627540,108557,0,0,0,0,0,0,0,,100,,,
3633,206944815,dutch lady,Earth,3874,19291218,0,0,0,0,0,0,0,0,,100,,,
3658,203865464,Iㄴtuấnㄱ fam,Earth,3874,27473367,0,0,0,0,0,0,0,0,,100,,,
3663,204085018,Bom nổ chậm,Earth,3874,40918852,568437,0,0,0,0,0,19124,0,,100,,,
3684,206863980,Nicolas17,Earth,3874,16301652,265966,0,0,0,0,0,829,0,,100,,,
3690,204657496,CinderF C,Earth,3874,21012174,38900,0,0,0,0,0,0,0,,100,,,
3692,171183663,TomaFarm 19,Earth,3874,33863565,0,0,0,0,0,0,0,0,,100,,,
3736,206869302,ˢᴴメDuyLongメ,Earth,3874,21475617,0,0,0,0,0,0,0,0,,100,,,
3737,206206607,ㄴ3506ㄱビルス F26,Earth,3874,17272072,0,0,0,0,0,0,0,0,,100,,,
3759,206369483,PapaGangz F1,Earth,3874,32916402,454720,0,0,0,0,0,6198,0,,100,,,
3768,206812240,Yargıç34,Earth,3874,19219430,71902,0,0,0,0,0,0,0,,100,,,
3789,203594547,來 Gailla ぷ,Earth,3874,40556746,1413091,0,0,0,0,0,0,0,,100,,,
3794,206921258,FradeSantos,Earth,3874,29565045,334781,0,0,0,0,0,4762,0,,100,,,
3819,203518478,IㄴNoBiㄱI,Earth,3874,43890121,0,0,0,0,0,0,0,0,,100,,,
