#,Governor ID,Governor Name,Camp,KD,Power,Power Diff,KP,T4,T5,Dead,Acclaim,Healed,DKP,Trades,Credit Score,Kill Points,Death Points,Heal Points
155,198824464,ᴰʷZodyTyphon,Water,3875,61735657,393477,106704998,3894296,3048161,110427,1400738,15897222,47715199,33.33,100,,,
168,205726946,TâyNinh62,Water,3875,41718861,1966718,90467057,6800752,1115038,449473,1160886,4284381,45095483,95.55,100,,,
179,203662065,暗 Gấu,Water,3875,39277605,-7060107,7225384,294176,214178,2633528,301380,3440316,42821404,5.95,100,,,
180,205249511,ᴰʷ Rau Má,Water,3875,36724490,2620332,82894900,2536941,2796809,308270,1188653,15447855,42739904,26.31,100,,,
201,206345924,ᴰʷ ahyhy,Water,3875,27269437,-2468097,58940004,3594043,1148031,798285,991042,7589811,37830757,35.13,100,,,
205,206696001,ᴰʷ VanDinh,Water,3875,40874203,3719936,79950074,4373932,1802034,103913,1068285,6338466,37074763,62.05,100,,,
209,204107651,ᴰʷTwoTaro,Water,3875,40685881,-664555,63129622,2318969,1995223,484397,907905,4817777,36494061,59.53,100,,,
217,203682609,ᴰʷ Thu dĩm,Water,3875,50553710,-2382703,64648573,3860219,1301642,428138,569368,2004518,34879366,132.88,100,,,
221,203662288,ᴰʷ Kaladin,Water,3875,64065443,582081,59465073,1925981,2007898,431065,959548,3190789,34248879,82.09,100,,,
227,206895925,ᴰʷ thiên35,Water,3875,35993916,-362318,34170640,922678,1247081,1146383,728476,6780391,33357267,21.55,100,,,
231,206886506,ᴰʷ BachPham,Water,3875,41169601,2291520,42290479,1452134,1387983,898853,824895,7361069,33171161,25.6,100,,,
233,206629100,ᴰᵂAnDy1989,Water,3875,32628078,-2136345,13986298,540299,428976,1766658,512930,6746558,32950826,8.21,100,,,
239,206024854,ᴰʷHayasi,Water,3875,32321737,-5364652,8864769,450858,217296,1864057,321793,1019165,31937247,15.37,100,,,
247,206362894,ᴰʷNgocDung,Water,3875,29741180,-723007,30419158,777735,1132022,1107032,566253,4632270,31036640,26.5,100,,,
261,205858150,ᴰʷ KSG,Water,3875,36398221,-3065641,18735071,804243,534389,1381782,392659,2890511,29287592,21.93,100,,,
262,206894128,burn4rss,Water,3875,34452104,-1254500,11096861,483110,312881,1609848,365599,2934150,29208970,12.21,100,,,
270,197680158,ᴰʷAngel,Water,3875,58108727,-159034,33924804,1323584,1034360,816047,674802,2686173,27878641,48.43,100,,,
271,206877502,off ônthi 2027,Water,3875,29128200,-1113113,41442814,1089900,1203858,751620,651542,6104891,27672480,30.22,100,,,
275,205524455,Đấu  Thánh,Water,3875,45531772,3229910,47541321,1511646,1620808,335935,772288,5305300,27293689,42.14,100,,,
287,208822044,ᴰʷ Mark,Water,3875,23503786,-3103827,11926127,525352,333117,1404863,368664,1463262,26505523,20.79,100,,,
294,204771732,ᴰʷ Nox,Water,3875,33603445,-2477417,41894534,3620756,1580,749824,0,18095,25746184,272.78,100,,,
295,206661574,ᴰʷ乂榊乂,Water,3875,37222180,798122,1617509,96510,31251,1668975,131599,786155,25733175,3.29,100,,,
298,205508330,nà ná na,Water,3875,38683758,815815,42796880,1427902,1425795,358127,706308,6581509,25341463,30.84,100,,,
306,205966356,ᴰʷBem乂,Water,3875,33181638,1587596,37447898,1014527,1363406,487397,655045,5282404,25003123,32.45,100,,,
312,196980269,香乂HH,Water,3875,61220365,-2684968,41998470,1927408,1135954,376834,819778,3578529,24721682,53.09,100,,,
319,203693698,ᴰʷ Vino limo,Water,3875,54402328,2933361,39153530,1138628,1388215,333855,697575,3452401,23444487,51.7,100,,,
335,206172273,ᴰʷxuyênsinh,Water,3875,29617285,-1183799,11968138,566512,314708,1143563,432940,5104354,22566573,9.58,100,,,
342,209608736,ᴰʷ 0la,Water,3875,24418710,574639,33891281,1327204,1030043,414819,650443,6476374,21831531,24.59,100,,,
348,206726021,ᴰʷ Admin MBG,Water,3875,36297688,838961,17849576,498536,642904,876057,392288,3251385,21564039,21.62,100,,,
350,203775817,0 ري rey,Water,3875,31508674,434793,27011862,988880,818057,606787,778850,13959664,21237895,9.27,100,,,
351,204775559,ᴰʷ Bee3,Water,3875,19805132,-2573461,4980005,320962,88152,1264380,103633,3277790,21131068,5.48,69,,,
391,204909257,ᴰʷ Rider Ken,Water,3875,34166250,1753995,37505896,940930,1404798,61754,612294,5833794,18738010,31.81,100,,,
400,206408277,ᴰʷGrab1,Water,3875,23969319,-2001751,6130779,214176,199303,1043622,363691,5366843,18504064,4.78,100,,,
405,206127073,ᴰʷGà rừng,Water,3875,25225440,-2318132,6423559,231665,205163,1024493,364792,5445573,18345685,4.96,100,,,
431,207527422,364volt,Water,3875,24447011,595404,2586787,142251,58153,1048367,222863,3554778,16876039,2.81,100,,,
434,206889357,عز الحربي607,Water,3875,13590919,-3517243,981370,98137,0,1080170,0,171235,16595098,,100,,,
441,206956940,ᴰʷ Floutsch,Water,3875,37914820,6993810,27868648,985265,900702,218275,459686,3588240,16222205,36.61,100,,,
445,206877046,ᴰʷGàrừng2,Water,3875,18613947,-1700692,4429785,241558,100692,938802,255334,3239469,16055182,5.3,100,,,
448,206888647,ᴰʷFransiscoo,Water,3875,33597145,-241808,4571516,160356,147974,924119,202140,2120193,15982949,7.51,100,,,
483,206597953,ᴰʷGrab mini,Water,3875,19335910,-1554168,1669832,51267,57858,877020,164756,2290383,13938948,2.64,100,,,
493,206323308,ᴰʷHizhuxa,Water,3875,43649074,2621713,27290667,1121333,803552,60485,301860,2314004,13428127,57.47,100,,,
500,206902862,грек11112,Water,3875,26212547,918301,1545240,112512,21006,834524,0,1469411,13177968,3.35,100,,,
510,206204643,Smart Osos,Water,3875,20311129,-45501,1061284,34628,35744,821444,147640,1790409,12817612,2.03,100,,,
516,206917832,ᴰʷNibiru,Water,3875,31283966,1319713,12201563,268627,472781,454540,359281,4755457,12620418,11.71,100,,,
524,204107362,ᴰʷSanobi,Water,3875,36358074,3793659,15121386,485549,463081,381440,325866,7662494,12294606,9.4,100,,,
527,204920118,ᴰʷ Đan Tử,Water,3875,32960004,1593169,18028775,434416,684181,236778,315834,2808478,12131144,29.6,100,,,
529,206354916,ᴰʷ volams,Water,3875,43838762,3581013,25344093,2020579,255304,84695,190225,3182007,11905781,38.79,100,,,
530,202149585,nub farmer,Water,3875,32637730,2413682,22128037,399752,906290,82860,772113,13855786,11904808,7.94,100,,,
550,206605164,off forever,Water,3875,26582755,30266,11679736,496335,335569,382878,348060,4958109,11084200,10.93,100,,,
553,205191778,BéCưng mini,Water,3875,39478080,-1228712,8356838,436423,199621,481306,173910,1095868,10961492,26.49,100,,,
558,207541394,g4w4t,Water,3875,17958045,1951973,1239345,77863,22996,683476,118538,1882996,10793552,2.41,100,,,
562,204588255,ᴰʷ Sung,Water,3875,28939219,679511,4079281,71698,168115,577142,154401,1973823,10625072,8,100,,,
564,206389300,Dw Серхии,Water,3875,45965609,4577104,15735052,553258,509570,216657,349818,4174828,10558587,17.92,100,,,
600,206887322,ᴰʷObito,Water,3875,35601430,2104386,17814056,856698,462089,50908,223726,2467105,8811302,35.37,100,,,
601,206574299,ᴰʷ ALMOST,Water,3875,22324763,487954,806330,72297,4168,565132,0,726931,8807848,3.12,100,,,
605,209019537,fam1 ahyhy,Water,3875,18578013,-1446979,1311101,66595,32256,543241,74683,445802,8737555,6.63,100,,,
607,207257257,ᴰʷ Markk,Water,3875,29922716,523236,10334419,377982,327683,253970,236630,369191,8598308,82.92,100,,,
612,203147422,CattS,Water,3875,51923955,335448,13426324,377718,482426,135481,242641,3100453,8367347,20.75,100,,,
614,206416460,Dw Bảo Khang,Water,3875,32051551,971805,3979760,70298,163839,429617,144813,1900768,8363837,8.54,100,,,
619,205305252,SBLTFarm2,Water,3875,47486566,2253433,11223360,421068,350634,195267,206581,1450674,8119617,34.09,100,,,
632,206434206,Dwcmartin,Water,3875,41663696,1396850,3257684,141134,92217,405707,175704,3315125,7572311,4.38,100,,,
642,116823519,Gao chúa,Water,3875,24820032,-2211649,565290,56529,0,476607,0,0,7375221,,100,,,
651,205444185,SBLTFARM,Water,3875,41249919,1872218,10908790,322841,384018,128196,193140,1581705,7054484,31.9,100,,,
659,204200931,ᴰʷ Nấm Ú,Water,3875,28754500,-1726658,6465550,129497,258518,230776,98933,4803766,6564808,6.42,100,,,
661,207627705,ᴰʷ Winlove,Water,3875,34651157,208074,4373405,135816,150522,293790,181914,2726468,6455334,7.24,100,,,
675,206661541,ᴰʷDolphin,Water,3875,25401016,759334,7850770,297531,243658,154784,180840,1813528,5948464,19.94,100,,,
676,206463005,COLAIG f1,Water,3875,25747443,-787151,844540,0,42227,365231,64483,2515704,5900735,1.47,100,,,
702,203107223,Baby乄Shark๛,Water,3875,39962156,-1621189,6120262,247663,182073,160983,130601,816637,5226127,31.3,100,,,
714,206914751,M zaki,Water,3875,27398790,3174307,1255123,63160,31081,286198,77683,2044465,4856420,2.69,100,,,
724,208919045,ᴰʷ Hung06,Water,3875,33880536,1158309,8792713,795278,41979,75245,53865,1485683,4729577,28.17,100,,,
754,206361645,châuvôsỉ1,Water,3875,24127157,1759046,5121920,304858,103667,123915,122023,1180960,4114827,19.63,100,,,
757,204850041,ᴷᵗᴴNatra,Water,3875,26096734,-932720,1760414,70919,52560,219080,63308,355475,4095476,15.32,100,,,
761,121140330,ᴰʷ PeaNaa,Water,3875,20273040,74597,1262350,73116,26558,233702,62018,644733,4063574,7.19,100,,,
766,206977940,krisuuuu777,Water,3875,25710582,1802625,519700,23930,14020,247498,69799,1067078,3948390,1.98,100,,,
793,205722624,ᴰʷ Yeu diep,Water,3875,21500681,-437610,2363579,204585,15758,165102,212428,3941297,3452450,2.88,100,,,
811,203014641,DwMüskbiValisi,Water,3875,29492973,-313844,1274720,48248,39612,175786,49198,269408,3225902,14.32,100,,,
854,207480539,châuvôsỉ 3,Water,3875,25053026,2385536,3155615,161958,75475,73443,69335,954213,2504227,15.35,100,,,
861,207004511,châuvôsỉ5,Water,3875,22971528,2000876,1780768,76618,50725,101298,66678,1149332,2333192,7.12,100,,,
871,203761997,Sea tele,Water,3875,31441418,1320851,3544328,126870,113581,32379,212861,4606786,2128975,3.82,69,,,
880,205677192,BéCưng MDức,Water,3875,21648081,-607064,684330,29353,19540,112045,31391,104737,1993487,15.78,100,,,
888,200722393,ᴰʷTheXiaomay,Water,3875,35072219,2722560,2491752,45913,101582,47664,54344,176210,1914432,55.65,100,,,
891,207005884,châuvôsỉ4,Water,3875,22516031,1753204,1825347,78707,51911,70494,65670,1157300,1891348,7.43,100,,,
938,206884487,RedempTion,Water,3875,17211000,-119937,990251,92194,0,60825,0,603880,1281151,7.45,100,,,
947,204564346,NgĐứcThiện,Water,3875,40692682,3626837,1846390,25197,79721,18850,31549,310586,1180748,28.02,100,,,
958,207170990,Tây ninhfam,Water,3875,33051663,1075749,692350,343,34446,50582,208,667946,1104562,4.82,100,,,
999,207540598,9aw4t,Water,3875,19468710,5107458,878500,44714,21568,33012,79122,2054169,889716,2.1,100,,,
1003,207293995,KARATEL FARM,Water,3875,32628841,2149378,954550,25313,35071,27056,21109,1790185,857802,2.63,100,,,
1025,206631757,ᴰʷhizhuxi,Water,3875,29276248,1123266,348660,16226,9320,36558,0,1355616,706474,1.25,100,,,
1033,206313558,châuvôsỉ 2,Water,3875,23215034,1759585,813440,46852,17246,21728,31763,1176155,685788,3.4,100,,,
1045,206895927,394volt,Water,3875,27982376,4214856,1162966,20790,47134,4143,87876,2291653,616645,2.53,100,,,
1046,185986439,Bi n,Water,3875,20426784,108892,35460,3546,0,40052,0,222369,614964,,100,,,
1091,203889586,Thousands sunny,Water,3875,58474204,1189154,1115810,111581,0,0,0,282071,446324,19.78,100,,,
1124,204115117,ผึ้ง2,Water,3875,52761395,11212530,722240,7542,32341,0,34485,1120558,353578,3.22,100,,,
1135,206886204,ᴰʷ bitya,Water,3875,37200636,1841006,683640,14692,26836,0,20797,411211,327128,8.31,100,,,
1165,206394742,ᴰʷ Cỏ Farm,Water,3875,39690084,406746,538120,0,26906,0,0,98964,269060,27.19,100,,,
1189,206940645,Dwthe51,Water,3875,34135462,2303284,549232,49166,2877,0,0,652713,225434,4.21,100,,,
1204,205608157,BALLACK,Water,3875,29473006,2343617,718892,52287,0,0,0,29400,209148,,100,,,
1215,206188373,TOP GOLD2k6,Water,3875,21348736,-681448,385300,0,19265,0,0,0,192650,,100,,,
1246,206681912,ᴰʷCOLAIGFLAG,Water,3875,16241249,562370,301180,0,15059,0,0,1115493,150590,,100,,,
1350,206918228,Rudeboy city,Water,3875,16018474,2447310,155460,0,7773,0,0,191383,77730,,100,,,
1351,206186833,Thu dĩm mini,Water,3875,30847511,98311,155180,0,7759,0,0,324150,77590,,100,,,
1374,178034898,bin fm,Water,3875,43842916,2606208,161470,16147,0,0,0,104190,64588,,100,,,
1384,206234586,ᴰᵂSvmoichoi,Water,3875,22431862,-83050,149400,14940,0,0,0,0,59760,,100,,,
1415,206360353,ᴰʷ bin,Water,3875,33608339,893557,107080,10708,0,0,0,291409,42832,,100,,,
1443,206943138,Dw GLITZ,Water,3875,36843347,-124312,75670,7567,0,0,0,28522,30268,,100,,,
1451,206674748,châu do sỉ 1,Water,3875,19304027,1278544,60470,6047,0,0,0,763734,24188,,100,,,
1471,206892452,ᴰʷ Daniel8,Water,3875,28125026,1168658,43890,4389,0,0,0,128899,17556,,100,,,
1537,206922515,HiHiHiHaHaHa,Water,3875,25595671,1934908,7130,713,0,0,0,94454,2852,,100,,,
1540,202724137,Juragan  Lele,Water,3875,28660243,1618281,8290,0,0,166,0,203679,2490,,100,,,
1556,201209509,RedBean,Water,3875,25374085,654755,20,2,0,0,0,0,8,,100,,,
1560,206791615,ᴰʷVëNoOM,Water,3875,35672146,2468338,10,1,0,0,0,111477,4,,100,,,
1660,206312244,ᴺˣSown 乂,Water,3875,20921204,0,0,0,0,0,0,0,0,,100,,,
1680,203874500,AnhThưii,Water,3875,25112731,0,0,0,0,0,0,0,0,,100,,,
1900,206950113,malee113,Water,3875,20247505,0,0,0,0,0,0,0,0,,100,,,
1970,205597181,Cầm Anubit,Water,3875,25117473,97400,0,0,0,0,0,0,0,,100,,,
1978,207512360,McDizzel15,Water,3875,22047185,989206,0,0,0,0,0,180,0,,100,,,
2000,206958427,Stason80,Water,3875,23872341,2962666,0,0,0,0,0,48025,0,,100,,,
2017,197022402,ᴰʷJEFFER,Water,3875,12548637,0,0,0,0,0,0,0,0,,100,,,
2115,206925575,Dniw,Water,3875,15659171,0,0,0,0,0,0,0,0,,100,,,
2130,206176391,UKRA,Water,3875,16585001,0,0,0,0,0,0,0,0,,100,,,
2143,206957794,グエン ヒエン,Water,3875,23242315,190751,0,0,0,0,0,1298,0,,100,,,
2238,206937817,Montiel 1616,Water,3875,10984478,0,0,0,0,0,0,0,0,,100,,,
2279,206101017,auleo20,Water,3875,15866351,0,0,0,0,0,0,0,0,,100,,,
2364,206889191,K39,Water,3875,20007662,2058388,0,0,0,0,0,40756,0,,100,,,
2383,206709520,ᴰᵂH1CHOPPER,Water,3875,27237959,232697,0,0,0,0,0,0,0,,100,,,
2390,206313797,dwfarm,Water,3875,17104989,172800,0,0,0,0,0,1095,0,,100,,,
2449,204202575,mini naan,Water,3875,22839415,905873,0,0,0,0,0,888,0,,100,,,
2454,206897974,ᵀя Therax,Water,3875,16386015,0,0,0,0,0,0,0,0,,100,,,
2511,206622401,Cervus,Water,3875,34802989,3897565,0,0,0,0,0,6150,0,,100,,,
2534,206918712,ᴰʷRi Shin,Water,3875,16151279,0,0,0,0,0,0,0,0,,100,,,
2579,206806039,ᴰʷ Č Ł Š,Water,3875,20872131,409136,0,0,0,0,0,34184,0,,100,,,
2599,206887619,ᴰʷmegamind,Water,3875,12321116,0,0,0,0,0,0,0,0,,100,,,
2726,203895372,ZinkiメAlone,Water,3875,34575803,241336,0,0,0,0,0,24450,0,,100,,,
2764,206904309,veter pidor,Water,3875,25013119,1039603,0,0,0,0,0,9918,0,,100,,,
2802,208019787,Vahag98,Water,3875,25048643,1862471,0,0,0,0,0,20828,0,,100,,,
2840,206923846,Pancha0897MS,Water,3875,21094604,3696920,0,0,0,0,0,1042,0,,100,,,
2997,206896579,Huykhanh123,Water,3875,14011840,1256405,0,0,0,0,0,61,0,,100,,,
3058,206961914,niki6h74,Water,3875,17120377,0,0,0,0,0,0,0,0,,100,,,
3109,206956813,ᴰʷ Genji,Water,3875,23490314,628547,0,0,0,0,0,183,0,,100,,,
3121,207725310,CREATORᴸᴴ,Water,3875,21885473,0,0,0,0,0,0,0,0,,100,,,
3130,206944014,Gurkan s palace,Water,3875,19744042,2238378,0,0,0,0,0,43644,0,,100,,,
3142,206346902,ᴰʷ B NiKa,Water,3875,30674171,0,0,0,0,0,0,0,0,,100,,,
3170,203642043,ᴰʷPhong Vân,Water,3875,28744868,996092,0,0,0,0,0,53550,0,,100,,,
3223,203887786,ᴰʷ BIGNE,Water,3875,31449527,1299856,0,0,0,0,0,38520,0,,100,,,
3228,206084253,Dw nguyễn nam,Water,3875,28490731,350963,0,0,0,0,0,1740,0,,100,,,
3266,206918623,Вл1992ир,Water,3875,16978701,175086,0,0,0,0,0,0,0,,100,,,
3367,203614646,Thái Farmmer,Water,3875,13351314,992522,0,0,0,0,0,473,0,,100,,,
3377,204711100,ᴰʷ emm tômm,Water,3875,30362540,0,0,0,0,0,0,0,0,,100,,,
3414,206562869,嘿嘿嘿,Water,3875,21764376,655876,0,0,0,0,0,278,0,,100,,,
3430,208292908,VëNoOmF1,Water,3875,19614853,0,0,0,0,0,0,0,0,,100,,,
3434,199406191,Sea farmm xx,Water,3875,26185063,68363,0,0,0,0,0,99,0,,100,,,
3532,205653644,I kill you,Water,3875,14296363,0,0,0,0,0,0,0,0,,100,,,
3656,206411755,ᴰʷThiênSư,Water,3875,29402033,81719,0,0,0,0,0,0,0,,100,,,
3657,206934609,kursat2525,Water,3875,15870623,1714412,0,0,0,0,0,10159,0,,100,,,
3682,206394833,ᴰʷKimone,Water,3875,11975449,0,0,0,0,0,0,0,0,,100,,,
3757,206891567,sweetpotato11,Water,3875,15723698,1615080,0,0,0,0,0,4123,0,,100,,,
3852,206916739,Wiissem,Water,3875,17162326,348562,0,0,0,0,0,3676,0,,100,,,
3892,204255310,ᴰʷguppy,Water,3875,33000448,0,0,0,0,0,0,0,0,,100,,,
3898,206911836,Fransiscoo,Water,3875,23947750,1095739,0,0,0,0,0,4258,0,,100,,,
3918,205017114,ᴰʷ Bee4,Water,3875,12928089,0,0,0,0,0,0,0,0,,100,,,
3968,205768709,ᴰʷ Afzoles,Water,3875,34280402,255121,0,0,0,0,0,6765,0,,100,,,
4015,206949381,Hoàngtửđá,Water,3875,11974900,0,0,0,0,0,0,0,0,,100,,,
4025,206885600,Toto la praline,Water,3875,22405371,2496020,0,0,0,0,0,107483,0,,100,,,
4226,204672838,Louiss,Water,3875,39676941,1603094,0,0,0,0,0,83,0,,100,,,
4237,204111500,KtH farm,Water,3875,26690671,31632,0,0,0,0,0,258,0,,100,,,
4252,206838446,TICTACTO,Water,3875,18399248,0,0,0,0,0,0,0,0,,100,,,
4264,206926625,Hữu Quang 66,Water,3875,23725249,3260405,0,0,0,0,0,69329,0,,100,,,
4387,206914737,Zengzeng,Water,3875,13764924,0,0,0,0,0,0,0,0,,100,,,
4400,206311828,ᴰʷ SOL,Water,3875,15248024,0,0,0,0,0,0,0,0,,100,,,
4468,204004390,ᴰʷ MADA,Water,3875,38428528,694885,0,0,0,0,0,14523,0,,100,,,
4478,206540785,ᴰʷAdamyan,Water,3875,23490577,0,0,0,0,0,0,0,0,,100,,,
4535,205878196,út khờ fam,Water,3875,21681214,0,0,0,0,0,0,0,0,,100,,,
4550,206909561,munflat 1980,Water,3875,14851533,0,0,0,0,0,0,0,0,,100,,,
4556,206904129,Piligrim Vet,Water,3875,25585904,1208960,0,0,0,0,0,70821,0,,100,,,
