#,Governor ID,Governor Name,Camp,KD,Power,Power Diff,KP,T4,T5,Dead,Acclaim,Healed,DKP,Trades,Credit Score,Kill Points,Death Points,Heal Points
1492,206819906,الغازي ارطغرل 9,III,3874,5878112,85161,309293,17401,0,360403,0,147469,5475649,3.04,0,,,
1493,206275491,Bố l,III,3874,9341894,-900493,617261,61682,0,348379,0,726023,5472413,2.87,0,,,
1494,204015189,mecf3,III,3874,3872701,-561627,43280,4328,0,363277,0,0,5466467,,0,,,
1497,206839996,Stolenarts,III,3874,6870235,124238,432999,40958,1170,349922,0,532546,5424362,2.45,0,,,
1502,206844283,Oskarprofi,III,3874,12034551,1434843,1040760,83270,0,336638,0,223652,5382650,9.29,0,,,
1507,206859118,Joker1987,III,3874,19622076,-2550569,417410,40343,699,343870,0,0,5326412,,0,,,
1517,212041016,ZURAxx,III,3874,5161473,-529481,351960,35196,0,343754,0,89545,5297094,4.06,0,,,
1521,206526564,TomaFarm4,III,3874,1638086,-427360,61350,1665,2235,347616,0,162099,5243250,,0,,,
1523,206816644,Cemil teğmen,III,3874,16847382,3543992,967172,9572,28158,325947,0,1076212,5209073,3.45,0,,,
1535,206853157,Adriánlopez2,III,3874,5548213,-1363015,812530,81253,0,321866,0,100722,5153002,9.61,0,,,
1543,203945925,IㄴTLamㄱI,III,3874,34946195,-336527,733666,58322,7473,316805,0,5761,5060093,,0,,,
1554,207544320,Mr bizzzzzzzzzz,III,3874,36736716,5891823,11688970,918427,125230,2465,0,4453326,4962983,13.12,0,,,
1563,206896273,Patriot1,III,3874,5628410,-2234751,387376,23627,474,320150,0,0,4901498,,0,,,
1570,203951811,frBin1,III,3874,4697304,-1325086,106060,10606,0,316957,0,0,4796779,,0,,,
1584,206196861,m9eq,III,3874,10552766,-2313114,923980,92398,0,285181,0,0,4647307,,0,,,
1589,206854882,Dangerouslady,III,3874,8847580,-1114857,223354,21999,0,299436,0,0,4579536,,0,,,
1594,206162141,ChouBơmLúa5,III,3874,1048895,-777839,124500,3096,4677,298419,0,126022,4535439,,0,,,
1604,204918803,KEN V FARM 2,III,3874,3813157,-849952,304980,8670,10914,289213,0,779747,4482015,1.43,0,,,
1618,204209021,mecf4,III,3874,3780268,-484365,42740,4274,0,290664,0,0,4377056,,0,,,
1622,204916397,KEN V FARM 1,III,3874,4052590,-734882,249880,6684,9152,282607,0,772356,4357361,,0,,,
1624,203524018,ᴺᴳHphuc,III,3874,34235748,257670,10355422,844121,95549,0,0,295785,4331974,175.05,0,,,
1625,206217494,buhdđ,III,3874,7780417,-341856,1184171,32223,43069,251178,0,2986680,4327252,1.83,0,,,
1642,207593660,Ren Xiaosu,III,3874,8220352,-351386,61880,6188,0,274731,0,132178,4145717,,0,,,
1646,203887318,Huy Bank,III,3874,17356477,-1800484,1183040,45049,26821,245314,0,118400,4128116,16.26,0,,,
1650,204106664,mecf5,III,3874,3604727,-553970,33280,3328,0,272770,0,0,4104862,,0,,,
1652,206987270,NeoGi,III,3874,29142193,3355881,2670764,181197,42926,196704,0,1036634,4104608,10.83,0,,,
1668,206882373,Phyonyan,III,3874,14196497,1351986,1303920,115315,4103,228003,0,1886205,3922335,3.08,0,,,
1675,193255245,sky ơi,III,3874,4004391,-1059313,190920,19092,0,252565,0,0,3864843,,0,,,
1683,186341924,SakuraTakanashi,III,3874,8483237,-1362843,308672,30855,0,247575,0,179994,3837045,3.61,0,,,
1684,207550360,ChuTước1,III,3874,4650783,96102,205255,17549,1424,250157,0,328430,3836791,,0,,,
1687,204579663,ᵛⁿʲHuyf4,III,3874,3663462,-463708,40930,3,2045,253690,0,138077,3825812,,0,,,
1699,204473446,mecf6,III,3874,3648088,-477238,42010,4201,0,245867,0,0,3704809,,0,,,
1708,206282069,VnMèoméomeo,III,3874,12483949,-1737341,558547,53137,1301,225121,0,385319,3602373,4.57,0,,,
1714,206851576,JAIVAS,III,3874,7275529,672834,1412007,44706,7879,220809,0,986688,3569749,5.85,0,,,
1727,203844128,balibeyTR16,III,3874,41080125,5150716,12536372,377404,171945,14916,0,29624636,3452806,2.11,0,,,
1741,206883720,الصقر509,III,3874,17217702,2546276,383727,8850,11227,213906,0,480448,3356260,2.76,0,,,
1747,203885192,Thắng2,III,3874,6226849,-1901100,644181,0,32209,199002,0,3619995,3307120,0.84,0,,,
1754,203939917,IㄴThangㄱI,III,3874,22175601,-2158826,834880,6504,38335,190756,0,2871901,3270706,1.36,0,,,
1761,206227170,Ánhfarm,III,3874,4825456,-354133,143080,14308,0,212075,0,336566,3238357,,0,,,
1769,206241604,Farm ánhne,III,3874,3626731,-508177,99120,9912,0,210683,0,0,3199893,,0,,,
1790,207252346,Ánh farmm,III,3874,2551878,77231,43490,4349,0,205986,0,356000,3107186,,0,,,
1793,215533385,lcolfarm2,III,3874,3169312,55386,122778,2221,4801,202914,0,181660,3100604,,0,,,
1816,206755658,Scrudg,III,3874,35037160,5389144,3907620,279488,48920,89932,0,818151,2956132,21.52,0,,,
1834,203894994,Tuânfam2,III,3874,12296936,1181866,565784,56578,0,178192,0,2035560,2899192,1.28,0,,,
1845,221498521,FyFarm3,III,3874,1695134,621472,23150,2315,0,186295,0,0,2803685,,0,,,
1854,206237537,TomaFarm14,III,3874,20709741,2502385,4248651,259205,77607,60884,0,159637,2726150,96.33,0,,,
1857,206855397,GOLDEN WARRIORS,III,3874,9189382,-1108177,490260,48484,271,167865,0,445250,2714621,4,0,,,
1869,207003414,BrightPeak,III,3874,2839130,-323155,15575,1198,178,177530,0,0,2669522,,0,,,
1870,200503138,MaybeDadツ,III,3874,21923217,1685310,6506650,585151,32757,0,0,2811302,2668174,11.57,0,,,
1872,206464219,ImNewbiez,III,3874,32348808,227460,3353030,269579,32862,82985,0,258197,2651711,49.14,0,,,
1876,203976754,mecf2,III,3874,3737381,-545399,30440,3044,0,174881,0,0,2635391,,0,,,
1877,205474779,Fam Nhung,III,3874,2980874,151240,145102,14299,0,171118,0,237950,2623966,,0,,,
1881,206227431,Ánh farm nè,III,3874,4116583,-218989,54830,5479,0,172745,0,276800,2613091,,0,,,
1884,203887531,ˢʷMaria Bé,III,3874,10886276,-143785,1330120,3276,64868,129715,0,5519769,2607509,1.18,0,,,
1888,204148551,dhoangbimuted,III,3874,19061882,1807574,4722099,129371,163409,29082,0,6557808,2587804,3.58,0,,,
1891,207003041,Zynq,III,3874,2816427,-314606,15471,1205,171,171641,0,0,2581145,,0,,,
1893,203517210,IㄴHaoHaoFoodㄱI,III,3874,6649882,-196279,622416,57008,1268,155298,0,111462,2570182,11.67,0,,,
1895,207550088,ChuTước2,III,3874,4599419,69154,214309,15694,2867,164817,0,261800,2563701,,0,,,
1905,207548119,ChuTước4,III,3874,4784818,286314,326210,27590,2515,156490,0,1089163,2482860,1.31,0,,,
1910,204486700,IㄴFam MinMin5ㄱI,III,3874,6655287,-389445,240340,6104,8965,155924,0,219975,2452926,,0,,,
1916,203971976,mecf1,III,3874,3496139,-355689,19110,1911,0,160562,0,0,2416074,,0,,,
1919,206211170,Herakleion,III,3874,30197060,3642093,4794698,403584,37858,26575,0,1785428,2391541,13.23,0,,,
1921,204859100,愛してる F2,III,3874,5555278,42771,120780,12078,0,155839,0,410800,2385897,,0,,,
1922,207005671,RustHill,III,3874,2821783,-297496,16205,1246,186,157813,0,0,2374039,,0,,,
1927,203669089,BiEsc F1乄,III,3874,16902910,1372066,1673003,104576,31353,108059,0,1888362,2352719,4.19,0,,,
1939,206850167,Witek544,III,3874,2108061,226415,186270,13027,0,147372,0,99159,2262688,,0,,,
1943,203664198,Hoàng Tuấnn,III,3874,38678945,430253,4165456,371494,0,48698,0,0,2216446,,0,,,
1945,207005264,Supplier 74,III,3874,2867037,-295150,15805,1218,180,146565,0,0,2205147,,0,,,
1947,207109125,DragonKingdomSS,III,3874,9350671,-1210148,909452,49356,0,132808,0,0,2189544,,0,,,
1949,207547781,ChuTước3,III,3874,4753422,266958,362944,30533,2880,135730,0,1193474,2186882,1.37,0,,,
1955,207549349,ChuTước6,III,3874,4681059,134789,355204,29223,3148,131479,0,1102302,2120557,1.44,0,,,
1963,208244982,lcol,III,3874,5352475,464618,111340,0,5567,132181,0,336362,2038385,,0,,,
1964,205465482,Mochi G,III,3874,5070154,-29645,125330,11405,564,132174,0,284400,2033870,,0,,,
1965,205663425,Leika3,III,3874,4543346,-590069,255544,25456,0,128727,0,0,2032729,,0,,,
1969,204312098,Gurando08 fam5,III,3874,11079544,101773,1798590,160865,9497,84508,0,186286,2006050,33.21,0,,,
1971,206878600,baogaming,III,3874,2518600,549485,30610,3061,0,131724,0,196901,1988104,,0,,,
1975,211245475,baotrfarm,III,3874,1680266,-29623,62680,3824,1222,128922,0,260379,1961346,,0,,,
1982,204129795,IㄴHaoHaofood3,III,3874,2537371,236447,88567,6910,606,126025,0,86021,1924075,,0,,,
1986,204695538,glitchF5,III,3874,26042581,249735,2468265,204945,20481,55502,0,633127,1857120,17.92,0,,,
1987,206830299,Agus kopling,III,3874,2172180,-300153,245000,19064,0,118588,0,19106,1855076,,0,,,
1990,206500625,Gurando08 fam3,III,3874,10373820,100896,1787173,158426,10124,74299,0,71236,1849429,61.4,0,,,
1998,206877136,Isaiah 54 14 f2,III,3874,27409799,3352211,1143361,63853,18387,91956,0,1045678,1818622,5.03,0,,,
1999,207004667,Voxen96,III,3874,2829236,-280759,28022,2777,0,120342,0,0,1816238,,0,,,
2002,207549611,ChuTước5,III,3874,4677855,72151,332074,28930,2138,111117,0,1358959,1803855,1.13,0,,,
2004,60804350,FarmTrung1,III,3874,5486812,-1140661,76128,7268,0,117105,0,0,1785647,,0,,,
2017,203849979,SuperBu3,III,3874,14555363,1873960,485675,44583,1758,102926,0,966470,1739802,2.27,0,,,
2024,207001792,IronLeaf,III,3874,2793349,-240044,19250,1917,0,112529,0,0,1695603,,0,,,
2030,206819476,ᵛᶰ SkiF27,III,3874,16933034,4105618,3050825,145279,0,73272,0,115997,1680196,80.59,0,,,
2031,207002152,DriftX,III,3874,2823599,-250033,32875,3158,0,111051,0,0,1678397,,0,,,
2045,207006663,SignalCore,III,3874,2819101,-243005,88410,8841,0,105351,0,42330,1615629,,0,,,
2047,207833828,ˢᵏWindyF8,III,3874,1294236,-502958,100450,10045,0,104672,0,210125,1610260,,0,,,
2050,203514975,Fierce Kieu,III,3874,33825254,470965,4552218,400886,0,0,0,45119,1603544,,0,,,
2051,211927824,StolenartsSTK,III,3874,2104248,346519,99952,9205,395,104036,0,410630,1601310,,0,,,
2053,207001569,SteelPine,III,3874,2864519,-262854,12214,941,138,105996,0,0,1595084,,0,,,
2054,207527490,Tuan fam1,III,3874,13398620,1689380,467190,46719,0,93332,0,987979,1586856,2.16,0,,,
2058,207002922,Axen22,III,3874,2858013,-261397,16276,1168,228,103901,0,0,1565467,,0,,,
2066,207005528,DeepBay,III,3874,2852403,-240638,10619,813,123,100042,0,0,1505112,,0,,,
2070,206053185,ˢᵏWindyF6,III,3874,2605699,-798479,151460,15146,0,95093,0,201830,1486979,,0,,,
2085,207481381,ˢᵏWindyF7,III,3874,1339384,-512887,104220,10422,0,90507,0,156588,1399293,,0,,,
2088,203525825,ᴠɴムDIN0ム,III,3874,41185768,1341955,3355670,299661,17953,0,0,132461,1378174,126.67,0,,,
2103,206827053,ᵛᶰviệtnam,III,3874,26350904,3051010,1272846,97554,14644,52265,0,1036376,1320631,5.85,0,,,
2105,204145204,IㄴHaoHaowoodI,III,3874,3006885,337907,60620,6062,0,85498,0,433871,1306718,,0,,,
2108,203958797,M1nDy,III,3874,33737803,441608,5551244,201362,338,32814,0,1938999,1301038,14.08,0,,,
2111,207003288,ByteForge,III,3874,2872547,-240594,10515,803,123,85962,0,0,1293872,,0,,,
2117,204309947,Gurando08 fam1,III,3874,10805749,430833,1379990,103138,17414,44070,0,181989,1247742,30.52,0,,,
2118,25148923,FYUDZY,III,3874,5509070,-8009,21320,2132,0,82605,0,311800,1247603,,0,,,
2129,203573049,Lạcᶠᵃᵐ,III,3874,11611842,1630215,134186,7257,0,78703,0,1278907,1209573,,0,,,
2132,198141511,Полтос,III,3874,3474551,576278,104390,10439,0,77155,0,150450,1199081,,0,,,
2133,206234381,Farm ánnh,III,3874,10102694,-28468,2274374,163149,31882,14717,0,2641960,1192171,4.28,0,,,
2147,206877480,UBAMUNKU,III,3874,5057711,-91187,97777,6639,0,72952,0,162704,1120836,,0,,,
2159,208572757,veomfarmf,III,3874,14996307,1930658,2190360,19938,99549,0,0,4984292,1075242,2.2,0,,,
2174,206873464,Aninnha,III,3874,16747541,4098749,1576643,769,30,67798,0,157234,1020346,35.03,0,,,
2177,203895901,ˢʷMaria Nhỏ,III,3874,10210016,-197819,1870507,11731,87162,5612,0,6023295,1002724,1.55,0,,,
2179,205789578,딸기맛비누,III,3874,32002806,-3753483,2321924,161452,35370,0,0,349152,999508,33.25,0,,,
2181,203885535,DEMİR ADAM,III,3874,25857492,3626124,1545986,137015,4584,26229,0,790805,987335,9.46,0,,,
2182,206229208,Thống đốc206229208,III,3874,27625301,342878,2390670,212961,13053,0,0,182421,982374,65.53,0,,,
2194,207868794,glitchF10,III,3874,3477260,-91082,134332,12987,150,59669,0,418073,948483,,0,,,
2198,206502002,Gurando08 fam8,III,3874,9053711,93580,1213610,114131,3615,29200,0,3873,930674,,0,,,
2210,207870524,glitchF14,III,3874,2893425,25105,27530,2753,0,57293,0,257931,870407,,0,,,
2213,220198493,Ceoceo in 3874,III,3874,2505377,530951,51810,2389,1396,54943,0,208625,847661,,0,,,
2227,208656893,VENOM STONE,III,3874,12976976,1418620,701675,33045,18427,31369,0,316885,786985,10.07,0,,,
2229,206227743,ᴰᴴExwaer,III,3874,18905228,134901,1739868,139603,0,14993,0,985,783307,,0,,,
2230,205479121,VENOM FOOD,III,3874,17231173,1449366,678692,34001,16797,31732,0,262869,779954,11.52,0,,,
2231,204222051,IㄴHaoHaostone,III,3874,2595939,265938,22960,1172,562,50649,0,259006,770043,,0,,,
2245,175449053,우wea,III,3874,22234304,6025725,586728,56505,877,33693,0,126960,740185,18.26,0,,,
2262,206876731,米來,III,3874,25718860,4161333,2418104,162226,0,1655,0,4496333,673729,2.69,0,,,
2271,206818432,loofyx,III,3874,8120258,352683,46461,6,2318,40420,0,138859,629504,,0,,,
2288,203670726,Trâmneef,III,3874,22185694,1575855,1441952,144195,0,0,0,514881,576780,14,0,,,
2293,203525993,IㄴPuNaㄱI,III,3874,37172569,1735245,1208058,111071,4823,4632,0,1098675,561994,5.47,0,,,
2296,204222049,IㄴHaoHaogold,III,3874,3704253,963250,54468,5091,2,35714,0,66647,556094,,0,,,
2318,206867125,Dduwcss,III,3874,2132203,482774,32470,3247,0,31165,0,136900,480463,,0,,,
2321,205088386,michi997,III,3874,9488581,258728,523790,37023,7678,16643,0,135843,474517,17.18,0,,,
2331,204315923,Gurando08 fam7,III,3874,10267391,152496,367740,33400,1687,19076,0,6053,436610,,0,,,
2340,204471440,愛してる F1,III,3874,5682253,53097,821092,60402,0,11226,0,533576,409998,7.54,0,,,
2346,206163195,Tetudo,III,3874,19447363,-627030,991620,99162,0,0,0,2514566,396648,1.97,0,,,
2348,206912030,Flcon,III,3874,8130744,628735,100060,1760,4123,23020,0,357714,393570,,0,,,
2352,208656687,VENOM WOOD,III,3874,13640657,1533842,138190,6267,3776,21443,0,222145,384473,,0,,,
2354,203865464,Iㄴtuấnㄱ fam,III,3874,26558623,-2066752,937930,90789,1502,0,0,156239,378176,30.02,0,,,
2355,205459431,Mochi D,III,3874,4712513,143561,78990,7427,236,22500,0,281766,369568,,0,,,
2379,206837964,VnThichca,III,3874,22477429,2582549,747910,54647,10072,0,0,296505,319308,12.61,0,,,
2392,203627040,ムChip 02ム,III,3874,27192473,3367934,1059372,73808,0,0,0,2366740,295232,2.24,0,,,
2400,206890516,ᴳᴷBinhTiên,III,3874,27009988,605637,737017,70496,486,0,0,523034,286844,7.05,0,,,
2402,205544528,Farm ánh3,III,3874,2285206,-158118,85790,8579,0,16714,0,213099,285026,,0,,,
2406,204025508,Thắng 7,III,3874,8181650,349253,391271,9655,14622,6204,0,1014968,277900,1.92,0,,,
2409,205977357,Ánh mè,III,3874,10742656,59411,552320,0,27616,0,0,2075493,276160,,0,,,
2432,206457445,ムChip 01ム,III,3874,20637334,3948881,963444,60644,0,0,0,2070006,242576,2.33,0,,,
2458,194431126,BowserFury,III,3874,16191846,-318144,160050,15077,0,10104,0,126387,211868,,0,,,
2471,204121930,IㄴHaoHaoStoneㄱI,III,3874,8085025,850274,438892,30525,0,4632,0,127347,191580,16.63,0,,,
2474,206874302,mekd,III,3874,1068133,-156228,26760,2676,0,11749,0,0,186939,,0,,,
2476,206871030,tungnb,III,3874,14001268,3673467,414270,22883,9272,0,0,754888,184252,2.74,0,,,
2477,211341971,mouse530farm,III,3874,1042852,-200166,10350,1035,0,11812,0,200,181320,,0,,,
2481,206878649,Thien phuc2015,III,3874,29987321,4711845,377000,15740,10980,0,0,986889,172760,,0,,,
2482,204222048,IㄴHaoHaofood,III,3874,2736921,474752,39180,3918,0,10458,0,262808,172542,,0,,,
2484,206853684,BOGDARES,III,3874,17053845,2951881,424162,0,0,11228,0,587,168420,,0,,,
2485,205205183,ˢᵏMochi 1,III,3874,7028187,734375,338210,1031,16395,0,0,677473,168074,2.5,0,,,
2490,203881226,q33,III,3874,26610203,660844,411960,41196,0,0,0,265336,164784,7.76,0,,,
2495,206879297,dkanxjzh,III,3874,2226106,510679,40216,0,0,10638,0,412,159570,,0,,,
2498,203945962,Cbum1,III,3874,14476532,427892,313160,0,15658,0,0,879778,156580,,0,,,
2514,206241415,ˢᵏᶜChóCon,III,3874,12068004,-873939,138530,13853,0,5357,0,0,135767,,0,,,
2515,204727623,明芳mochi,III,3874,32151197,946388,281830,5641,11271,0,0,798642,135274,,0,,,
2516,208291134,Z nanoto,III,3874,10464079,219821,337780,33778,0,0,0,1577096,135112,,0,,,
2524,206833584,Bluskyco,III,3874,5005692,-422789,251465,0,12371,0,0,40823,123710,,0,,,
2529,206766873,Huy đá 01,III,3874,1249379,-48135,12820,10,636,7594,0,123326,120310,,0,,,
2543,203851118,SuperBu2,III,3874,15649687,2662935,251543,15772,4691,0,0,905454,109998,,0,,,
2546,203741498,SuperBu1,III,3874,15309657,2431397,239890,17523,3233,0,0,856300,102422,,0,,,
2548,208289022,ᵛᶰtuấn,III,3874,10084895,878111,255000,25500,0,0,0,1963972,102000,,0,,,
2558,206850556,Boshy 111,III,3874,5991252,-89518,221050,22105,0,0,0,0,88420,,0,,,
2559,209342853,Tomari N2O,III,3874,1309149,-401740,25560,2556,0,5159,0,0,87609,,0,,,
2562,205143426,WindyF2,III,3874,3006394,-421879,213280,21328,0,0,0,237747,85312,,0,,,
2572,206180993,khoaicornToT,III,3874,20962907,356649,194370,19437,0,0,0,33321,77748,,0,,,
2583,204629979,明芳mochii,III,3874,27136044,929146,150700,4830,5120,0,0,263111,70520,,0,,,
2585,206825242,BaRbArIaN,III,3874,22260739,2556933,172530,17253,0,0,0,423092,69012,,0,,,
2605,206852679,Jack valero,III,3874,12400315,2211946,135210,10641,1440,0,0,298395,56964,,0,,,
2624,222085194,faraonfarm3,III,3874,2639649,827211,106270,10627,0,472,0,636115,49588,,0,,,
2632,206270618,TomaFarm16,III,3874,8571236,0,151921,11071,0,0,0,20107,44284,,0,,,
2633,206833972,Jamo1214,III,3874,4194968,9600,109160,10916,0,0,0,125918,43664,,0,,,
2640,206370040,Nick Series,III,3874,4256675,-273890,192062,10273,0,0,0,3221,41092,,0,,,
2643,204757111,Windy F1,III,3874,1741978,-273296,93680,7350,1009,0,0,186500,39490,,0,,,
2652,204750739,Michii977,III,3874,12268530,608426,88170,8817,0,0,0,231653,35268,,0,,,
2655,206847132,Mexico norte,III,3874,8379185,1616571,172536,0,2200,797,0,346654,33955,,0,,,
2658,204527141,súplơf3,III,3874,3971225,255589,84430,8443,0,0,0,375486,33772,,0,,,
2662,206168280,Thànhf1,III,3874,4175724,897054,80472,8047,0,0,0,280934,32188,,0,,,
2686,206840536,I will be p tu,III,3874,1138214,77329,3278,0,0,1668,0,25,25020,,0,,,
2688,207119742,ˢᵏWindyF5,III,3874,1014829,-182185,60920,6092,0,0,0,147694,24368,,0,,,
2690,205188550,Súplơf1,III,3874,5612909,425864,60360,6036,0,0,0,195710,24144,,0,,,
2702,206824310,mehmet han06,III,3874,11925354,1502281,3213,0,0,1519,0,13170,22785,,0,,,
2713,205345816,Súplơf2,III,3874,4699319,317484,52730,5273,0,0,0,301578,21092,,0,,,
2727,206852092,VoldeMar,III,3874,7837436,794167,46080,4608,0,0,0,183046,18432,,0,,,
2737,221264395,74TPF2,III,3874,3333066,1774455,45441,4308,0,0,0,168307,17232,,0,,,
2760,207369081,Demonshade farm,III,3874,4977887,489504,34890,3489,0,0,0,1536143,13956,,0,,,
2761,193297002,Gobernador193297002,III,3874,20294879,322279,34120,3412,0,0,0,78810,13648,,0,,,
2770,204545801,CẩmVân Farm1,III,3874,5996637,96300,30970,3097,0,0,0,88991,12388,,0,,,
2771,204882477,愛してる F3,III,3874,5277390,0,30560,3056,0,0,0,290598,12224,,0,,,
2787,204720705,glitchF16,III,3874,3580957,-17675,24980,2498,0,0,0,176575,9992,,0,,,
2789,209435405,CBA farm70,III,3874,3654806,179098,24840,2484,0,0,0,97077,9936,,0,,,
2792,207552187,MarioMilano030,III,3874,16340093,2048382,23970,2397,0,0,0,184191,9588,,0,,,
2799,205150103,Sai Đẹp Farm,III,3874,5585642,1881264,17940,0,897,0,0,292836,8970,,0,,,
2816,205434642,glitchF7,III,3874,5618705,167232,17780,1778,0,0,0,143682,7112,,0,,,
2838,207295265,36pham2,III,3874,2444043,-21141,11702,394,388,0,0,89041,5456,,0,,,
2842,207295734,36thpham,III,3874,2864381,35550,10950,431,332,0,0,121323,5044,,0,,,
2843,211781132,Thống đốc211781132,III,3874,4206575,585554,285922,0,0,336,0,33179,5040,,0,,,
2846,217572775,HerakleionF2,III,3874,8097016,1747850,12320,1232,0,0,0,79850,4928,,0,,,
2853,204828101,michi9777,III,3874,7289515,253700,11340,1134,0,0,0,76783,4536,,0,,,
2855,206821423,JojoCali626,III,3874,5132820,135853,11270,1127,0,0,0,68446,4508,,0,,,
2857,203664309,ˢʷHuyBoss,III,3874,39500693,863606,11050,1105,0,0,0,3673,4420,,0,,,
2863,206837600,MATTIAS1212,III,3874,1905139,-261379,9840,984,0,0,0,0,3936,,0,,,
2870,206810740,ceko2121,III,3874,840588,-218492,9000,900,0,0,0,0,3600,,0,,,
2893,204721457,glitchF13,III,3874,3823886,99236,6928,404,90,0,0,105506,2516,,0,,,
2894,221264438,74TPF3,III,3874,3263638,1697706,6240,624,0,0,0,101673,2496,,0,,,
2907,205399522,glitchF9,III,3874,4128667,0,5180,378,70,0,0,129110,2212,,0,,,
2911,206995041,glitchF12,III,3874,3899668,86636,4240,216,104,0,0,134693,1904,,0,,,
2920,207162552,Sukuna Farm,III,3874,9924351,-297452,94828,387,0,0,0,23451,1548,,0,,,
2922,220198507,CeoceoF2,III,3874,2160114,441054,3740,374,0,0,0,20658,1496,,0,,,
2925,205455115,glitchF6,III,3874,5299123,0,3490,349,0,0,0,114070,1396,,0,,,
2926,215194046,愛してる F4,III,3874,3830657,391273,3586,348,0,0,0,55461,1392,,0,,,
2928,206880217,Hrujdjdhd,III,3874,1161679,31099,7510,326,0,0,0,2153,1304,,0,,,
2948,205146827,glitchF8,III,3874,4073306,0,1020,102,0,0,0,67902,408,,0,,,
2957,206879048,lenoxx,III,3874,3801640,0,0,0,0,0,0,0,0,,0,,,
2964,206465863,KA raijinos,III,3874,1476787,0,0,0,0,0,0,0,0,,0,,,
2969,206639274,Dakke02,III,3874,1878568,0,0,0,0,0,0,0,0,,0,,,
2981,217525082,Hphuc farm 1,III,3874,2501464,0,0,0,0,0,0,0,0,,0,,,
2987,183620625,BatmanPlayRok2,III,3874,1805848,0,0,0,0,0,0,0,0,,0,,,
2998,206846001,Sandro88,III,3874,15046420,0,0,0,0,0,0,0,0,,0,,,
2999,206157285,ᶻᵉʳᵒNeko,III,3874,23675488,0,0,0,0,0,0,0,0,,0,,,
3005,206208603,phunqmin,III,3874,2103184,0,0,0,0,0,0,0,0,,0,,,
3009,206824010,КУКУЕВО,III,3874,10109872,0,0,0,0,0,0,0,0,,0,,,
3010,220283098,Farm NQP,III,3874,4241519,1223027,0,0,0,0,0,0,0,,0,,,
3012,206864387,GAGO,III,3874,771299,0,0,0,0,0,0,0,0,,0,,,
3029,206230273,TomaFarm5,III,3874,4397278,0,0,0,0,0,0,0,0,,0,,,
3031,206271794,TomaFarm,III,3874,1377835,48334,0,0,0,0,0,0,0,,0,,,
3046,206812264,Phee11,III,3874,5776143,0,0,0,0,0,0,0,0,,0,,,
3069,209697708,ᴱᴶTomariHCL,III,3874,2572011,234627,0,0,0,0,0,0,0,,0,,,
3072,207002303,ᴳᴷKillua,III,3874,3275321,0,0,0,0,0,0,0,0,,0,,,
3077,208647111,farmchingchong,III,3874,1839580,0,0,0,0,0,0,0,0,,0,,,
3110,207515838,xhinz,III,3874,9303105,355378,0,0,0,0,0,0,0,,0,,,
3118,208960970,Qumasterfarm,III,3874,2281404,176042,0,0,0,0,0,869,0,,0,,,
3119,207663325,Penyu madura,III,3874,1645565,0,0,0,0,0,0,0,0,,0,,,
3132,208427649,Ajnabi05,III,3874,958892,0,0,0,0,0,0,0,0,,0,,,
3139,207001949,Riverlane,III,3874,3063181,0,0,0,0,0,0,0,0,,0,,,
3143,206844376,Rewan95,III,3874,28226712,2171792,0,0,0,0,0,14,0,,0,,,
3158,206815671,ADİL HASAN,III,3874,1075877,0,0,0,0,0,0,0,0,,0,,,
3167,206811590,SHARK F2P,III,3874,843348,0,0,0,0,0,0,0,0,,0,,,
3172,215918440,Clonefarm1,III,3874,2667942,0,0,0,0,0,0,0,0,,0,,,
3183,206345445,Jasonous,III,3874,10390773,331198,0,0,0,0,0,11,0,,0,,,
3188,206848765,Tvarohman,III,3874,13473532,0,0,0,0,0,0,0,0,,0,,,
3192,207768846,Igoryan07,III,3874,1023307,0,0,0,0,0,0,0,0,,0,,,
3209,206830253,JLZZ 0 2,III,3874,4185426,1523399,0,0,0,0,0,0,0,,0,,,
3219,206826503,Leartnes,III,3874,957427,0,0,0,0,0,0,0,0,,0,,,
3242,207826112,DuyLonggg,III,3874,12625591,2874809,0,0,0,0,0,12515,0,,0,,,
3243,206818535,King one top,III,3874,849946,0,0,0,0,0,0,0,0,,0,,,
3246,206553206,YagForYou,III,3874,3383209,10719,0,0,0,0,0,0,0,,0,,,
3247,210101321,CrusherFarm,III,3874,2669030,0,0,0,0,0,0,0,0,,0,,,
3250,206808837,ᴰᴮ swh,III,3874,1110168,0,0,0,0,0,0,0,0,,0,,,
3255,206274511,S1G33,III,3874,1677861,0,0,0,0,0,0,0,0,,0,,,
3261,196986437,ARTHGG,III,3874,3091898,8205,0,0,0,0,0,0,0,,0,,,
3296,208427267,Ajnabi04,III,3874,1086806,0,0,0,0,0,0,0,0,,0,,,
3298,206833632,jeffJS,III,3874,17928422,155932,0,0,0,0,0,17244,0,,0,,,
3311,206843552,PhướcRồng,III,3874,4798280,0,0,0,0,0,0,0,0,,0,,,
3316,206483774,Gurando08 fam10,III,3874,9481225,184000,2,0,0,0,0,12870,0,,0,,,
3332,206236136,FrauMunt,III,3874,8521572,404648,0,0,0,0,0,0,0,,0,,,
3334,206811899,ᴸᴬZõrø,III,3874,13727214,0,0,0,0,0,0,0,0,,0,,,
3358,205123104,VawnNgocjF3,III,3874,3261495,11766,0,0,0,0,0,0,0,,0,,,
3369,193100120,DamlerFarm1,III,3874,1521167,0,0,0,0,0,0,0,0,,0,,,
