Rank,Kingdom,Group,KvK,KvK Start,KvK End,Power,Power Capped,KP,Dead,CH25
1403,1042,B,C13197 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,7166547307,7166547307,1.15624E+11,1486038939,136
1404,2361,B,C13186 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,7161342979,6291082012,1.3986E+11,1183741928,142
1405,1124,B,C13247 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,7157144935,7157144935,1.34006E+11,1356618614,167
1406,3653,B,C13198 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,7156802320,5437380132,1.30505E+11,909651054,131
1407,1072,B,,,,7155839502,7155839502,1.482E+11,1183824789,139
1408,1765,B,,,,7155687811,7155687811,1.10901E+11,1382393065,144
1409,2368,B,C13218 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,7155203489,7155203489,96679725834,1363100436,171
1410,1302,B,,,,7152715601,7152715601,2.9826E+11,2056319038,171
1411,3108,B,C13196 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,7143105228,7143105228,1.78358E+11,1403523233,198
1412,3234,B,C13194 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,7142232715,7142232715,2.21552E+11,1415329506,155
1413,1516,B,C13246 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,7141671303,7130291130,1.62026E+11,1436665647,143
1414,2283,B,C13204 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,7141106456,7133202877,1.92407E+11,1445889603,173
1415,2215,B,,,,7138173720,6344797798,1.4529E+11,1270931724,123
1416,3402,B,,,,7136722936,7136722936,1.29458E+11,1220153706,149
1417,3336,B,C13198 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,7136106236,7136106236,75599257680,1003777795,158
1418,1266,B,,,,7134992125,7134992125,2.12764E+11,1891327656,104
1419,3748,B,,,,7133151608,7133151608,26780265023,615021341,187
1420,2028,B,C13242 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,7132853226,7132853226,92765296872,1320365595,126
1421,3622,B,,,,7129389540,7129389540,1.56329E+11,1210214323,179
1422,1366,B,C13227 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,7123792949,7123792949,1.70562E+11,1655815240,154
1423,3387,B,,,,7120948753,7120948753,1.07876E+11,1265445149,192
1424,3669,B,,,,7119959304,7119959304,1.21838E+11,903891995,174
1425,2758,B,C13241 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,7119584047,7119582588,1.26553E+11,1199088343,147
1426,3349,B,C13246 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,7118270104,6011755528,1.65862E+11,1230805403,129
1427,1054,B,,,,7114297844,7114297844,1.32393E+11,1423502732,133
1428,1018,B,C13230 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,7109480385,7109480385,81210362126,1213968145,134
1429,2916,B,,,,7099889383,7091282324,1.21231E+11,920772004,145
1430,3654,B,C13230 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,7095719445,7092618906,54452592049,956683309,195
1431,2051,B,C13244 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,7093649333,6640636686,1.33979E+11,1408723473,139
1432,1521,B,,,,7093446050,7092891312,68517574495,1018198545,141
1433,2926,B,C13228 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,7089779234,5771940360,1.03849E+11,1252647073,144
1434,1162,B,C13219 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,7080208423,7080208423,1.28044E+11,1536567390,146
1435,2523,B,,,,7077494097,7077494097,1.23403E+11,1088561775,157
1436,3152,B,C13244 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,7075052765,6581088347,43719525684,953884776,128
1437,1898,B,C13217 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,7073806730,7073806730,1.12301E+11,1196206768,149
1438,1044,B,C13213 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,7072142947,7071741053,3.87195E+11,2216317771,151
1439,3627,B,,,,7070984351,7070836110,2.26252E+11,1303552998,138
1440,3157,B,,,,7070422052,7070422052,1.06515E+11,1134406222,160
1441,3811,B,C13182 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,7063822404,7050266700,1.10087E+11,650415306,134
1442,3492,B,C13214 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,7062174339,7062174339,69990463762,977296649,159
1443,2087,B,,,,7053877890,7053877890,1.85792E+11,1586777175,125
1444,2444,B,C13215 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,7051271478,7046282493,95067093058,1145850289,142
1445,3451,B,,,,7049658367,7045129075,3.58915E+11,1602945538,166
1446,3830,B,C13238 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,7045632952,7045632952,72937432522,592215738,188
1447,1514,B,,,,7044062513,7043145408,3.18906E+11,1870165484,154
1448,3028,B,,,,7042577065,7042577065,1.80556E+11,1328496596,136
1449,2710,B,C13221 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,7041909393,7041909393,1.68063E+11,1767075117,146
1450,2701,B,C13218 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,7039451680,5803274497,1.79187E+11,1353873638,108
1451,3360,B,,,,7033881325,7033881325,1.99969E+11,1372111783,135
1452,1589,B,,,,7032516558,7028931419,2.18319E+11,1578872893,154
1453,3018,B,C13187 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,7031410713,7031410713,1.22641E+11,1125833819,227
1454,3916,B,,,,7028978660,7028978660,48454965009,409653943,207
1455,2035,B,,,,7023494438,7023494438,1.22411E+11,1499121105,127
1456,3593,B,,,,7020267981,7020267981,52444503702,644271329,166
1457,2521,B,C13244 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,7014917542,7014917542,89724333584,1098187281,154
1458,3762,B,C13221 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,7011927081,7011927081,1.29991E+11,982999710,180
1459,1106,B,,,,7011879944,7009243318,1.3929E+11,1321859906,128
1460,2524,B,C13245 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,7010699588,7010699588,1.21063E+11,1491425616,154
1461,2899,B,C13220 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,7010302290,7010302290,90571535995,1136256012,196
1462,2822,B,C13184 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,7009903087,7009903087,1.53003E+11,1367550189,149
1463,3699,B,,,,7008178780,7008178780,1.22705E+11,637650014,130
1464,1868,B,,,,7003848992,7003848992,64272651700,872407093,143
1465,3138,C,,,,7003802971,7000959749,2.13586E+11,1374159704,147
1466,2056,C,C13221 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,7002917283,6568676867,82002419231,1222444122,126
1467,3512,C,C13211 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,7001223234,7001223234,1.70974E+11,1319408465,140
1468,2168,C,C13225 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,6999239733,6988203164,41440720021,834303743,137
1469,2686,C,,,,6995586670,6995586670,78210533876,1087915586,166
1470,3769,C,C13183 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,6995138308,6995138308,1.04715E+11,760207221,163
1471,1327,C,C13218 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,6987938439,5558278421,1.8594E+11,1212480299,129
1472,1685,C,,,,6986315774,6986315774,1.73771E+11,1469028959,162
1473,1956,C,,,,6985790909,6985790909,65949671989,1372212652,130
1474,2037,C,,,,6980163305,6980163305,91374686851,1087335004,132
1475,1678,C,,,,6972062405,6972062405,1.05605E+11,1281184372,129
1476,2479,C,C13204 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,6971017456,929555870,1.32988E+11,152417776,113
1477,2803,C,,,,6970735109,6970535172,1.83083E+11,1233871441,175
1478,2771,C,C13196 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,6969170400,5772574611,1.81141E+11,1369989060,113
1479,1156,C,C13219 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,6969038188,6969038188,78073699670,1175481767,136
1480,2922,C,,,,6968353256,6968353256,52684219666,1155729953,170
1481,2065,C,C13196 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,6961472636,6961472636,1.33485E+11,1440937719,135
1482,3394,C,C13220 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,6961045987,5787087831,1.2339E+11,989979167,138
1483,3207,C,C13218 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,6959657910,5875169566,1.21518E+11,1091596714,132
1484,2193,C,C13220 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,6957511376,4477848108,59682642534,705631361,123
1485,3014,C,,,,6956815203,6956815203,83893856296,997736505,128
1486,2386,C,,,,6955043348,6927953708,2.3368E+11,1802268628,143
1487,2727,C,C13196 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,6953027092,6953027092,1.59823E+11,1294572989,158
1488,2831,C,C13214 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,6952934395,6952934395,2.12662E+11,1370073705,144
1489,3333,C,C13247 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,6944628409,6944628409,1.19423E+11,1169377462,174
1490,3166,C,,,,6939724459,6939724459,2.03076E+11,1268041367,145
1491,2007,C,,,,6938248471,6936356179,3.07858E+11,1849351723,122
1492,1134,C,,,,6936932254,6901579331,1.0393E+11,844596264,147
1493,2778,C,C13216 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,6935072305,6105204438,1.10065E+11,1164006558,124
1494,2443,C,C13188 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,6930048733,6930048733,73907406779,1140292862,125
1495,3745,C,C13233 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,6929850542,6929850542,84680826307,852009621,174
1496,2702,C,,,,6927579072,6927579072,1.49463E+11,1162598192,176
1497,1848,C,,,,6920528419,6911040570,76299006380,1234146722,163
1498,3474,C,,,,6916389318,6909498999,1.6622E+11,1195056412,138
1499,1305,C,C13232 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,6914702851,6914046929,1.68435E+11,1435708275,126
1500,1013,C,,,,6913215021,6851635872,80389039923,998462355,103
1501,3011,C,,,,6912961470,6912961470,1.6793E+11,1465427974,138
1502,2271,C,C13198 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,6910969145,6910969145,1.02716E+11,1290188974,172
1503,1584,C,,,,6904326477,6904326477,1.36404E+11,1306265241,118
1504,2137,C,,,,6903606158,6903606158,1.16833E+11,1319840664,132
1505,1973,C,C13188 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,6902883105,6902883105,93077625568,1211893540,177
1506,1386,C,,,,6901951807,6899986162,2.09557E+11,1439176775,131
1507,2441,C,C13199 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,6900094843,6872357092,3.02182E+11,1542876854,186
1508,1010,C,C13242 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,6897292965,6896142772,1.12892E+11,1526632970,128
1509,3395,C,,,,6896482503,6892564625,1.76364E+11,1198803346,181
1510,2887,C,,,,6894001438,6891484069,3.14088E+11,1538029426,185
1511,1461,C,,,,6889776454,6889776454,1.72552E+11,1490014508,138
1512,2908,C,C13212 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,6889333055,6889333055,1.58594E+11,1192209597,169
1513,1958,C,,,,6887501899,6887501899,1.93861E+11,1567911883,140
1514,1859,C,,,,6887418128,6887418128,1.04244E+11,1256245752,129
1515,2968,C,C13218 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,6885925792,5847459262,1.1116E+11,1061762923,127
1516,1257,C,,,,6885090522,6885090522,83987119467,1337458287,116
1517,3868,C,C13206 (Battle),2026-06-11T00:00:00.000Z,2026-08-08T00:00:00.000Z,6880332110,6880332110,33972179218,354407693,191
1518,3665,C,,,,6876750152,6876750152,74282219950,845497869,172
1519,3562,C,C13188 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,6875860466,6875860466,1.38864E+11,1212916704,206
1520,2045,C,C13195 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,6868652671,6868652671,1.92579E+11,1374258912,195
1521,3093,C,C13248 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,6867571072,6867571072,89757685343,1126916524,120
1522,3098,C,C13229 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,6862744965,6862744965,1.23308E+11,1283266216,183
1523,3433,C,C13186 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,6856873360,5550859092,1.37564E+11,944140677,135
1524,3891,C,C13206 (Battle),2026-06-11T00:00:00.000Z,2026-08-08T00:00:00.000Z,6855184701,6855184701,60517708923,646753120,188
1525,1511,C,C13191 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,6851149391,6851149391,53265841387,1099391611,134
1526,3783,C,C13184 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,6849750979,6849750979,82467053949,840389289,163
1527,1690,C,,,,6849526461,6849526461,1.11286E+11,1478833713,130
1528,1807,C,C13235 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,6847977883,6799792854,3.93325E+11,2184954364,132
1529,3747,C,C13228 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,6845874839,6845874839,1.45577E+11,1191231252,145
1530,2316,C,C13217 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,6841362050,6841362050,1.29821E+11,1375929049,134
1531,1070,C,C13187 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,6840219776,6333871747,1.16801E+11,1225399201,131
1532,2426,C,C13248 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,6839563915,6839563915,66944978787,962247759,151
1533,2250,C,C13216 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,6839428406,6839428406,84379318136,1111330331,156
1534,1060,C,C13245 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,6837706883,6837706883,1.19108E+11,1537026496,131
1535,3516,C,C13237 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,6834369715,6834369715,1.46272E+11,1143221612,159
1536,3012,C,C13195 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,6825265136,6825265136,1.99711E+11,1466249188,167
1537,1608,C,C13203 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,6824899698,5713359753,2.26071E+11,1484219618,126
1538,2355,C,C13211 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,6821355590,6815602074,2.55653E+11,1763559500,210
1539,1878,C,,,,6816376558,6816376558,72353227420,1225588614,143
1540,1358,C,,,,6809777885,6809777885,85614841400,1219698512,128
1541,3746,C,C13238 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,6809776464,6809776464,1.46553E+11,1064222156,163
1542,3016,C,,,,6809392588,6803112099,1.27701E+11,1094615709,137
1543,3204,C,C13221 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,6808499992,6125092005,80678179448,980420842,170
1544,3251,C,,,,6807272936,6807272936,2.42627E+11,1284438506,205
1545,2981,C,C13212 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,6800415017,6798394048,2.69702E+11,1474760579,165
1546,3907,C,,,,6799626967,6799626967,39236978264,374188057,214
1547,3536,C,,,,6796329073,6796329073,1.23312E+11,1218108537,157
1548,2608,C,,,,6794738352,6794738352,1.57764E+11,1383750298,146
1549,2713,C,C13222 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,6793673426,6793673426,65552887407,1201239070,132
1550,3721,C,,,,6793592965,6793592965,82822960186,807356888,156
1551,1292,C,C13245 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,6793565496,6793565496,68047728231,1225601855,143
1552,3408,C,C13217 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,6793018514,6761568595,1.53136E+11,1248246733,126
1553,2016,C,C13214 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,6788481070,6788481070,1.61371E+11,1434783141,149
1554,1900,C,C13232 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,6786543796,6720540866,4.35871E+11,2223330841,200
1555,2610,C,,,,6780542581,6763957887,2.98828E+11,1793137761,145
1556,3890,C,C13206 (Battle),2026-06-11T00:00:00.000Z,2026-08-08T00:00:00.000Z,6780202882,6780202882,32887121991,352653698,188
1557,1468,C,C13222 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,6778531916,6775605551,93207281160,978585325,103
1558,1251,C,,,,6777683144,6777683144,78726919860,1174525264,127
1559,2286,C,C13227 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,6777349835,6777349835,1.39374E+11,1494503988,138
1560,2933,C,,,,6775765905,6775765905,99734077654,1249390481,131
1561,2753,C,C13240 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,6772941139,6770859335,1.28382E+11,1343317294,147
1562,3464,C,,,,6772045271,6772045271,1.22771E+11,1034075738,158
1563,3689,C,C13212 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,6770667113,6770667113,1.17095E+11,1038523356,146
1564,1402,C,C13196 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,6768898062,6768898062,2.44229E+11,1531817521,130
1565,3303,C,,,,6767041928,6767041928,4.48352E+11,1877859621,178
1566,1191,C,C13198 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,6765720095,6765720095,1.33267E+11,1525921048,129
1567,1053,C,,,,6762325213,6762325213,2.15639E+11,1769037551,122
1568,3054,C,,,,6757423361,6757423361,63622110202,643331444,166
1569,2820,C,C13185 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,6757337490,6757337490,2.43889E+11,1400311931,266
1570,1063,C,C13246 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,6756586973,6756586973,66982059226,1038805104,113
1571,2102,C,,,,6755715740,6751833062,1.8415E+11,1321921190,166
1572,3478,C,C13230 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,6751859487,6751859487,1.00685E+11,979807856,144
1573,1643,C,C13219 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,6751069841,6751069841,1.16792E+11,1556356441,123
1574,3338,C,C13215 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,6750864216,6745837746,2.0285E+11,998377796,172
1575,2196,C,C13244 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,6748108487,6748108487,1.24105E+11,1344708078,156
1576,1230,C,,,,6745916849,6745916849,1.05042E+11,1222440795,151
1577,1361,C,,,,6745569895,6732148378,1.93796E+11,1701348062,97
1578,1687,C,,,,6745061105,6745061105,1.30307E+11,1469440724,127
1579,2731,C,C13197 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,6742583337,6742583337,1.06952E+11,1295291983,172
1580,3055,C,C13238 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,6741526114,6741526114,1.17435E+11,1251721102,125
1581,2622,C,,,,6735259081,5868968328,96226895680,1050229998,162
1582,3523,C,C13184 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,6734132497,6732546585,1.63322E+11,1073619302,188
1583,1614,C,,,,6732469443,6732469443,94110291319,1385328284,110
1584,3437,C,C13188 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,6729492672,6723098030,81161482795,1179318627,148
1585,2510,C,,,,6727606598,6727606598,1.83215E+11,1041747172,123
1586,2146,C,C13229 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,6725512349,6725512349,88165071435,1131649548,113
1587,2646,C,C13229 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,6720878971,6720878971,69604932192,1068461023,136
1588,1479,C,,,,6719414697,6719414697,2.90963E+11,1578859762,152
1589,3781,C,,,,6717565893,6717565893,74574805166,687080343,157
1590,2632,C,C13230 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,6716764290,6716764290,55593703128,1006924300,150
1591,1340,C,,,,6714603290,6714603290,1.26324E+11,1251208084,127
1592,1915,C,,,,6714232783,6714232783,98655069604,1278085203,140
1593,2652,C,C13244 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,6713010446,6713010446,1.11755E+11,1345638074,155
1594,3341,C,,,,6712216915,6712216915,1.06956E+11,1114421630,149
1595,1493,C,,,,6711691450,6710679654,1.13075E+11,1173580346,119
1596,2900,C,C13241 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,6709780326,6708315225,2.07495E+11,1286345311,148
1597,2305,C,C13235 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,6707320701,6707320701,1.95078E+11,1513904936,161
1598,2195,C,C13228 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,6705812239,6701008966,2.27023E+11,1413635636,159
1599,3061,C,,,,6703758780,6700686341,77611077880,963561604,144
1600,2263,C,,,,6700357409,6700357409,1.38696E+11,1252767052,101
1601,2781,C,,,,6697907090,6694093653,1.3366E+11,1265988505,145
1602,1587,C,,,,6697339375,6687392326,1.50144E+11,1368735666,143
1603,2445,C,,,,6695575496,6695575496,1.01898E+11,1315364419,148
1604,3245,C,C13187 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,6692581553,4753882069,1.44544E+11,967003749,104
1605,1771,C,C13223 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,6692475756,6692475756,48344684964,957485243,137
1606,1131,C,,,,6691306983,6676809904,62424763693,782842809,102
1607,3290,C,,,,6690787072,6690787072,84185636313,944812153,131
1608,2221,C,C13219 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,6687201105,6687201105,74790541273,1160473132,121
1609,1826,C,C13204 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,6680662391,6680662391,1.77222E+11,1258388365,141
1610,3304,C,C13225 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,6675609054,6675609054,1.19406E+11,880875597,133
1611,1780,C,,,,6674603024,6674603024,1.95779E+11,1229342164,197
1612,1883,C,C13185 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,6674127001,6674127001,1.54217E+11,1477918922,124
1613,2642,C,C13198 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,6670440822,4818516619,85158373344,750425919,134
1614,3392,C,,,,6665604152,6665604152,2.08828E+11,1301843429,148
1615,3582,C,C13194 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,6663814754,6663814754,1.76238E+11,1112402967,146
1616,2127,C,C13248 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,6662071562,6662071562,1.15777E+11,1394740837,151
1617,3905,C,,,,6653294273,6653294273,11173923385,200017931,218
1618,3328,C,,,,6653033741,6653033741,89089982839,1190098434,146
1619,3317,C,C13183 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,6652633325,6652633325,1.87539E+11,1151154609,162
1620,1035,C,,,,6651705957,6651705957,1.21818E+11,1190682416,131
1621,1058,C,,,,6650887028,6636022898,1.61476E+11,1185410194,97
1622,3569,C,C13219 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,6648258143,6648258143,50469707544,966579462,169
1623,1931,C,,,,6638960826,5610052721,1.24423E+11,1103616271,128
1624,1887,C,,,,6638130615,6638130615,63904056580,1066861328,124
1625,2843,C,C13233 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,6634262978,6634262978,1.55314E+11,1121295258,143
1626,2096,C,C13221 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,6630493257,6075015826,69581821381,1091399296,144
1627,1408,C,C13188 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,6624748877,6618016725,1.14699E+11,1162029434,115
1628,3195,C,,,,6623083946,6623083946,1.44399E+11,1371276763,153
1629,3511,C,,,,6620049143,6620049143,76794010513,1083206693,154
1630,1311,C,C13228 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,6619939848,6619939848,1.13819E+11,1266261279,119
1631,1007,C,C13221 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,6616041947,5987130009,66581921772,903764074,128
1632,2878,C,C13187 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,6613141728,6613141728,2.12047E+11,1372097533,139
1633,2982,C,C13187 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,6610218401,5359406178,1.31536E+11,943847096,136
1634,3384,C,C13217 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,6608894542,6608894542,1.85418E+11,1376131017,169
1635,3738,C,C13211 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,6604024263,6604024263,1.0278E+11,849596613,190
1636,2549,C,C13227 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,6598113393,6573546402,2.54887E+11,1635943513,135
1637,3079,C,,,,6595686607,6592907025,1.04326E+11,1016844683,143
1638,2852,C,,,,6592334790,6592334790,1.00389E+11,979541237,145
1639,1322,C,C13198 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,6589082957,6166598956,76490968585,989516100,122
1640,2273,C,C13224 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,6584880858,6584880858,64036916921,958814533,137
1641,2135,C,C13223 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,6583116717,6583116717,47409555144,925044474,110
1642,2848,C,C13195 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,6582149010,6580619832,1.8452E+11,1253213017,144
1643,2749,C,,,,6581557877,6577730107,55039903415,833966965,137
1644,2830,C,C13188 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,6576596809,6576596809,1.26237E+11,1284925419,148
