Rank,Kingdom,Group,KvK,KvK Start,KvK End,Power,Power Capped,KP,Dead,CH25
697,3733,A,,,,9111369726,9111369726,61564865964,846374690,207
698,3291,A,C13239 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,9109940012,7434479469,1.34449E+11,1259041397,161
699,3697,A,,,,9106515990,9106515990,2.68166E+11,1672941971,205
700,2694,A,C13193 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,9092011802,9092011802,3.60823E+11,2097029688,283
701,1056,A,C13244 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,9082012360,6644468738,97056181342,1463220215,100
702,3506,A,,,,9079174912,9079174912,1.90165E+11,1568772712,234
703,1382,A,C13220 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,9068090100,5514178468,1.07282E+11,1063723252,143
704,2124,A,,,,9066803054,9066803054,2.07502E+11,2043457616,178
705,2879,A,,,,9062380020,9062380020,1.63599E+11,2020634262,195
706,2894,A,C13246 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,9059844850,9056225298,63897096173,1331486484,191
707,2766,A,,,,9059634755,7589105157,1.86789E+11,1818336014,169
708,2294,A,C13212 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,9058926406,7616915405,2.18741E+11,1671608439,152
709,3260,A,,,,9046509897,9046509897,3.02262E+11,1969683253,211
710,3924,A,,,,9045929595,9045929595,19413578266,355180459,300
711,1225,A,C13222 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,9043145755,9041128247,53487831620,1033564816,159
712,2962,A,C13221 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,9025476084,7864473175,1.06747E+11,1415638730,166
713,3083,A,,,,9023415766,9023257399,3.22607E+11,1743368349,164
714,2875,A,C13220 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,9020144476,8147239451,1.32537E+11,1181852929,186
715,2154,A,,,,9017996924,9014026223,1.03143E+11,1581612735,216
716,3009,A,,,,9016602086,8989100668,2.48738E+11,1654615853,204
717,3570,A,,,,9004999384,9004999384,2.45098E+11,1774915146,203
718,2946,A,,,,9003568848,9003568848,1.61051E+11,1403078011,201
719,3145,A,,,,9002159504,9002159504,1.02246E+11,1399591407,208
720,3459,A,C13210 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,9000716546,8856812388,3.9422E+11,2335086251,171
721,2554,A,,,,8993826085,8993826085,61885324571,1415506292,181
722,3292,A,,,,8990085935,8990085935,2.64038E+11,1800804486,207
723,3855,A,,,,8985820387,8980928342,1.21461E+11,1017274891,259
724,1203,A,,,,8980782476,8980782476,1.41862E+11,1718497164,179
725,3343,A,,,,8976280322,8929383410,6.29076E+11,2435376202,147
726,2335,A,C13227 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,8975437432,8975437432,2.28807E+11,1955826782,239
727,2422,A,,,,8974229572,8974229572,2.771E+11,2152936477,202
728,1417,A,C13224 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,8970468181,8949829506,1.63142E+11,1668723585,134
729,3272,A,C13184 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,8966355493,8966355493,76199250401,1144587781,171
730,2457,A,,,,8956441582,8950758980,55989269209,1104438500,160
731,2651,A,,,,8951226978,8015584411,1.23189E+11,1278134441,200
732,2419,A,,,,8943264109,6942347791,88257045086,1136588695,145
733,3571,B,,,,8942689653,8942689653,3.17622E+11,1739860058,184
734,2861,B,C13246 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,8936196206,8936196206,85763316113,1634000243,184
735,1975,B,C13213 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,8933858933,8933858933,1.97211E+11,1818406356,219
736,1066,B,,,,8931583123,8931583123,71644551288,1594679959,163
737,3323,B,,,,8928366217,8928366217,2.68408E+11,1816858202,163
738,1356,B,,,,8925801205,8911804701,1.66906E+11,1806691932,138
739,2003,B,,,,8924465267,8914956524,84238836016,1397736158,147
740,1388,B,,,,8924213027,8645952475,1.8461E+11,1749123372,186
741,3400,B,,,,8919166065,8919166065,75421156811,1289908205,206
742,3675,B,,,,8918281905,8918281905,97746166305,1405580380,235
743,3479,B,C13195 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,8915786898,8915786898,2.11921E+11,1532995081,300
744,1907,B,,,,8896857281,8896857281,89456854613,1721985297,171
745,2633,B,C13215 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,8886014882,8885566085,1.92464E+11,2060438379,182
746,3117,B,,,,8883862657,8883862657,1.38682E+11,1524232696,170
747,3277,B,,,,8883017523,8880969904,2.71527E+11,1761872972,190
748,3409,B,C13237 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,8879599952,7487822271,1.74689E+11,1258808475,173
749,2320,B,C13205 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,8876739827,8876739827,94117579714,1553280510,161
750,3502,B,C13211 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,8873958165,8873958165,1.84103E+11,1599821372,219
751,2662,B,,,,8871812190,8871812190,1.26309E+11,1324359639,209
752,2588,B,,,,8862260751,8862260751,1.35388E+11,1709712427,168
753,1966,B,,,,8862083702,8862083702,1.37304E+11,1473813726,174
754,2950,B,,,,8856979234,8856979234,1.29121E+11,1438526956,196
755,3685,B,,,,8847950721,8847950721,52870770921,775627353,226
756,3173,B,,,,8845929672,8845929672,91428604177,1457183838,178
757,1290,B,,,,8839113495,8839113495,1.34568E+11,1810612511,177
758,3134,B,C13232 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,8838110332,8838110332,1.7179E+11,1467513878,176
759,3209,B,C13214 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,8836345878,8836345878,1.60785E+11,1372548039,249
760,2349,B,C13245 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,8831042595,8831042595,93230100088,1529724678,178
761,1776,B,C13196 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,8830870164,6918194507,1.65986E+11,1685508411,133
762,2128,B,C13217 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,8829308346,8828108114,1.06159E+11,1540384988,177
763,1933,B,,,,8823720616,8823720616,2.4984E+11,2540405323,185
764,1871,B,C13218 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,8820382751,8360349510,1.96208E+11,1538519886,203
765,3269,B,,,,8819635169,8819635169,2.09654E+11,1739626339,194
766,3736,B,C13184 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,8809334201,8809334201,1.7628E+11,1289552245,225
767,3677,B,,,,8804439977,8802388449,1.38609E+11,1286010613,213
768,1009,B,C13197 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,8801455661,8801455661,82425904075,1528855199,195
769,2821,B,,,,8800501618,8800501618,1.56678E+11,1565704624,202
770,1419,B,C13215 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,8799885340,7188187443,2.38337E+11,1378609822,159
771,2931,B,,,,8794195475,8794195475,1.99077E+11,1713212890,260
772,3253,B,C13215 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,8792991485,6987225449,1.20406E+11,1183690379,160
773,2695,B,C13227 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,8789149612,8784475966,3.2726E+11,2063638785,231
774,3226,B,,,,8788432424,8788432424,1.83925E+11,1599299367,180
775,1140,B,C13218 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,8786741292,8786741292,1.54266E+11,1586911935,174
776,1189,B,,,,8782044593,8782044593,90895313343,1580714435,152
777,1894,B,C13215 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,8780576233,6837023783,2.37403E+11,1485373014,162
778,1037,B,,,,8779393957,8779393957,1.39071E+11,1397158580,171
779,2678,B,,,,8778614154,8778614154,1.41168E+11,1426321243,207
780,3928,B,,,,8778282445,8778282445,49964305678,429803716,271
781,3615,B,C13209 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,8776957813,8739891207,3.94886E+11,1536940702,173
782,3347,B,,,,8771495463,7470315339,1.13116E+11,1129135063,168
783,2744,B,C13242 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,8768161819,7000916828,2.26029E+11,1765680676,149
784,1307,B,,,,8766652689,8714246530,2.42255E+11,2119389897,229
785,3861,B,,,,8766587874,8766587874,1.04321E+11,927921906,240
786,3923,B,,,,8766510393,8766510393,79221718020,474227270,226
787,2132,B,C13204 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,8764781737,8764020514,2.47552E+11,1873547028,199
788,1688,B,,,,8761948107,8761948107,3.01708E+11,2098416480,181
789,3718,B,,,,8754635396,8754635396,1.15751E+11,1160674283,216
790,2105,B,C13222 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,8753490303,8753490303,1.02601E+11,1440432361,162
791,1759,B,,,,8753305682,8748277758,2.31223E+11,1929409889,184
792,1787,B,C13195 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,8752109890,8734596906,5.93988E+11,2778787178,274
793,1303,B,,,,8748503635,8748503635,1.11974E+11,1528194090,160
794,2957,B,C13203 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,8745855103,7674945658,80097134404,1171567977,169
795,1831,B,C13186 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,8737381552,6710710765,1.59416E+11,1330754139,162
796,2775,B,C13221 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,8736230838,7385184988,64153417316,898320844,178
797,3484,B,C13194 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,8734126370,8734126370,2.58459E+11,1705631583,238
798,3701,B,C13213 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,8723331147,4537699235,1.0651E+11,710817650,155
799,2412,B,,,,8721228742,8713747990,2.39541E+11,1564380452,225
800,3109,B,C13243 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,8716735560,7465679050,1.44697E+11,1498736728,152
801,2278,B,C13197 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,8716726151,8716726151,62291809155,1568095985,169
802,1331,B,C13211 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,8716539019,8706500807,4.15917E+11,2332299993,195
803,2915,B,C13186 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,8712832556,6818625123,1.53654E+11,1249991014,220
804,1088,B,C13248 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,8707293642,7680044418,47749363084,1083993156,138
805,3583,B,C13194 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,8705841478,8705841478,1.58494E+11,1233326377,248
806,1456,B,,,,8701688939,8661594109,1.18067E+11,1441325941,176
807,3264,B,,,,8700823085,8700823085,1.69508E+11,1594613895,203
808,1865,B,C13185 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,8699661304,8690526065,1.75043E+11,1748867631,193
809,2921,B,,,,8699126177,8693558770,4.36215E+11,2174668949,188
810,3057,B,,,,8691362903,8691362903,1.106E+11,1617943322,171
811,2237,B,,,,8686838089,8675425599,2.06684E+11,1739938487,182
812,3276,B,C13217 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,8686372309,8686372309,1.25377E+11,1520421934,192
813,3565,B,,,,8684122501,8684122501,1.47801E+11,1383496792,217
814,3543,B,C13212 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,8679523238,8679523238,2.12741E+11,1458702112,221
815,2110,B,C13248 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,8674853291,8674853291,58111777518,1394840604,169
816,2442,B,C13183 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,8670295795,8670295795,1.37064E+11,1631688984,185
817,3441,B,,,,8667991081,8667991081,1.39977E+11,1363805708,212
818,2088,B,,,,8664977901,8664977901,1.17556E+11,1939499411,165
819,3832,B,C13218 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,8660682212,8660682212,89672555744,1098487420,300
820,2616,B,C13228 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,8659376746,7401264745,3.29278E+11,1788503137,240
821,3763,B,C13210 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,8655251574,8653974931,2.49403E+11,1434884212,229
822,3755,B,C13239 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,8654631011,6709047558,1.29103E+11,739328035,160
823,2578,B,,,,8651154317,8644464556,1.75389E+11,1616983087,171
824,2314,B,,,,8650979897,8650979897,2.05392E+11,1936425100,194
825,1182,B,,,,8648309975,8625446056,5.174E+11,2320415746,144
826,2917,B,,,,8645213903,8624266005,3.27205E+11,1920636791,165
827,1128,B,,,,8639395392,8639395392,1.17505E+11,1807314147,159
828,3837,B,,,,8637233180,8637233180,1.26353E+11,798028958,209
829,3726,B,,,,8636451718,8636451718,33191611470,626815502,218
830,1482,B,C13219 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,8636126209,8636126209,1.66385E+11,2051934299,147
831,2362,B,C13238 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,8634240690,8634240690,1.23854E+11,1556751355,173
832,3355,B,C13182 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,8627679976,8627679976,3.57934E+11,1802957568,204
833,3493,B,,,,8623060733,8607919194,2.47833E+11,1534187808,174
834,1006,B,C13222 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,8614708217,6576312008,70388703774,1088291702,146
835,1102,B,,,,8612217383,8612217383,1.58731E+11,1598983541,175
836,2071,B,,,,8610809711,8610809711,1.2719E+11,1737015109,177
837,1607,B,C13205 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,8610714872,6740658926,99341799323,1051194933,163
838,3752,B,C13216 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,8609665817,5443782191,94345812777,529422960,173
839,3465,B,C13215 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,8607655866,8607655866,2.69774E+11,1737184993,199
840,3609,B,,,,8605929890,8605929890,1.27185E+11,1013474819,177
841,3430,B,,,,8600533706,8600533706,1.71104E+11,1445064929,232
842,3242,B,C13183 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,8588018001,8588018001,2.84269E+11,1709601547,256
843,1565,B,,,,8584247925,8581727728,3.48315E+11,2171004533,183
844,1409,B,C13198 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,8579430984,8579430984,1.04076E+11,1767184861,149
845,2354,B,C13202 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,8577592829,7177840163,2.44996E+11,1717250765,190
846,2312,B,C13247 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,8577569923,8577569923,95840913618,1490892505,174
847,2321,B,C13203 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,8577399826,7402052199,1.92186E+11,1660628339,154
848,3357,B,C13213 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,8571452490,8571452490,1.65937E+11,1627693139,163
849,1726,B,C13197 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,8571447697,8571447697,92538048597,1389627569,163
850,3159,B,C13182 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,8570587817,8570587817,3.46815E+11,1726673340,218
851,1201,B,C13188 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,8569554964,8567956167,1.54731E+11,1657558071,169
852,3770,B,,,,8568040529,8568040529,71346423131,918911771,218
853,2867,B,C13237 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,8566925848,8566925848,1.29579E+11,1535472317,169
854,1929,B,,,,8565290178,8551061447,1.47633E+11,1901043715,172
855,3370,B,C13212 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,8564878022,8527088083,4.15707E+11,1857059433,264
856,2213,B,C13213 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,8557147098,8557147098,2.61809E+11,1800432160,237
857,3169,B,C13217 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,8556484385,8552446993,1.63433E+11,1398287162,231
858,3576,B,C13198 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,8556351471,8556351471,43648235796,1028268857,267
859,3765,B,,,,8549130338,8549130338,1.22427E+11,1229958514,240
860,2544,B,,,,8543390143,8543390143,6.01805E+11,2250412912,163
861,3867,B,C13206 (Battle),2026-06-11T00:00:00.000Z,2026-08-08T00:00:00.000Z,8540896837,8540896837,93030840145,570376435,180
862,3194,B,C13187 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,8540513790,6488491950,1.94973E+11,1425299832,201
863,2825,B,C13203 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,8538901321,8537406031,91302235976,1350358786,169
864,3634,B,,,,8532809140,8532809140,1.48146E+11,1369699551,227
865,3066,B,,,,8532410352,8532410352,2.16049E+11,1675293219,187
866,2164,B,C13233 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,8527230012,8526591389,1.65431E+11,1734118960,151
867,1651,B,,,,8518500683,8518500683,1.33014E+11,1585410061,170
868,3219,B,C13216 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,8518117155,6384138422,1.39842E+11,1165763332,153
869,3599,B,C13213 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,8517984200,8517984200,3.8682E+11,1740431058,233
870,1522,B,,,,8512190415,8512190415,2.45801E+11,1966396675,148
871,2816,B,,,,8511038597,8511038597,1.03355E+11,1319349560,161
872,2985,B,,,,8509291358,8504602476,1.84955E+11,1415831438,218
873,3808,B,C13238 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,8506782821,8506782821,95015254533,825613014,193
874,1533,B,,,,8505584017,8505584017,3.90029E+11,2054877673,172
875,1793,B,C13183 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,8502754244,8490014448,2.50867E+11,2059517888,196
876,3280,B,,,,8495548137,8495548137,1.05636E+11,1240118941,197
877,2880,B,C13186 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,8494264989,7360814134,98192191406,1291656253,182
878,1141,B,,,,8490355937,8488481175,43901517321,1032692788,144
879,1090,B,C13221 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,8489054276,8489054276,1.15117E+11,1293435533,258
880,2153,B,,,,8484458092,8484458092,87858516023,1309704741,181
881,3663,B,C13215 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,8483154186,6271057511,1.26499E+11,1024172584,166
882,3184,B,C13218 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,8483083551,8483083551,1.01172E+11,1338521938,202
883,3846,B,,,,8482801143,8482801143,30888378030,513967121,268
884,2936,B,C13186 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,8481117894,8481117894,1.78058E+11,1482354314,170
885,1664,B,C13220 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,8477149653,8477149653,1.14193E+11,1743319746,160
886,3042,B,,,,8476258162,8476258162,1.08195E+11,1473013629,160
887,3917,B,,,,8476038875,8476038875,37965318910,415876734,244
888,1166,B,C13217 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,8475121930,8471489430,2.24577E+11,2052235662,213
889,3296,B,,,,8471701332,8471701332,95014185162,1124548338,178
890,1374,B,,,,8469500163,8461582274,2.0053E+11,1712472986,138
891,1562,B,C13217 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,8468383150,8465225486,1.68039E+11,1775490962,150
892,2779,B,C13184 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,8460781531,8460781531,2.7096E+11,1916639517,201
893,1228,B,C13193 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,8460049115,8460049115,6.19497E+11,3004195961,208
894,3567,B,C13196 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,8455120063,8455120063,1.78976E+11,1601394561,215
895,3735,B,C13202 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,8452387140,2579810650,1.00653E+11,360605560,177
896,3120,B,C13183 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,8452168757,8452168757,3.03242E+11,1864538541,288
897,1637,B,C13228 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,8446008569,2915727210,2.03956E+11,657089664,137
898,2330,B,,,,8445693598,8429958747,2.13681E+11,2070305817,151
899,1111,B,,,,8444982622,8444982622,1.12602E+11,1462135256,195
900,2516,B,C13235 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,8439614052,8439614052,2.24766E+11,1643575447,213
901,2679,B,,,,8436162871,8436162871,1.89289E+11,1619117105,169
902,3592,B,C13184 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,8435254208,8435254208,1.69778E+11,1124983202,202
903,3156,B,,,,8434080922,8434080922,2.26343E+11,1495060128,256
904,2024,B,,,,8428489681,8428489681,84154089110,1785907935,159
905,3715,B,C13236 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,8421554652,6166305032,94158919335,697151366,158
906,1658,B,C13186 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,8416671496,6906285186,2.09293E+11,1707329289,153
907,2402,B,C13242 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,8408668799,7542992194,1.40971E+11,1518197612,170
908,3126,B,C13198 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,8406409569,7151266815,70176649873,845366405,192
909,3022,B,,,,8404258351,8403809786,3.19222E+11,1829407006,223
910,1033,B,C13197 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,8398016800,8398016800,1.2596E+11,1847233006,170
911,2175,B,,,,8397776100,8397776100,1.43561E+11,1855929188,180
912,3373,B,,,,8393473881,7358254454,61076419993,701289328,153
913,2084,B,C13240 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,8390294749,7323645157,1.64766E+11,1340311152,154
914,1470,B,C13216 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,8377317129,6570174310,1.19844E+11,1188487141,152
915,2823,B,C13198 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,8376849595,8376849595,66970075800,1190105543,173
916,3115,B,C13214 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,8376072076,8376072076,1.07071E+11,1217425672,185
917,1563,B,C13242 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,8376058972,7852950230,1.38153E+11,1561817306,163
918,2677,B,C13218 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,8372914112,8372914112,1.96004E+11,1569719284,236
919,3819,B,C13217 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,8367626216,8367626216,46811607061,721198351,204
920,2017,B,,,,8367086984,8359074282,2.75271E+11,1680853931,177
921,3378,B,C13213 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,8364062706,8354962905,1.61576E+11,1567546782,210
922,3325,B,C13226 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,8362392880,8362392880,3.5027E+11,2143514942,197
923,2960,B,,,,8356379086,8356379086,1.72563E+11,1632309150,193
924,3490,B,C13193 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,8355288260,8355288260,3.06862E+11,1740400476,171
925,2648,B,,,,8352033856,8352033856,3.58735E+11,1881084827,165
926,2709,B,,,,8349075306,8341752196,2.8395E+11,1741345535,215
927,1676,B,,,,8344732681,8338683749,2.3132E+11,1776512071,211
928,1143,B,C13245 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,8335011726,8335011726,44937752224,1148559976,147
929,2858,B,C13235 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,8332264824,8332264824,2.9026E+11,1905006105,224
930,3132,B,C13213 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,8331517894,8331517894,1.24167E+11,1373306334,208
931,3293,B,,,,8326151453,8323517850,2.33616E+11,1507289178,194
932,1104,B,,,,8325735740,8325735740,1.18394E+11,1700597405,158
933,1667,B,,,,8324168939,5408103585,1.06563E+11,1040699654,151
934,3035,B,,,,8322671146,8322127619,1.11758E+11,1383507929,185
935,3472,B,,,,8320915162,8320915162,1.37774E+11,1340375058,210
936,3828,B,C13216 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,8319246707,7028413688,40187362715,520013052,183
937,3878,B,C13207 (Battle),2026-06-11T00:00:00.000Z,2026-08-08T00:00:00.000Z,8315848718,8315848718,36262312512,421153831,240
938,1863,B,C13194 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,8310498515,8310498515,3.69986E+11,2188590931,191
939,2585,B,,,,8309405303,8309405303,1.70433E+11,1625981812,180
940,1204,B,C13246 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,8308195270,8308195270,94880133986,1365475435,139
941,3380,B,C13214 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,8307413783,8300979051,1.70605E+11,1353668934,216
942,1495,B,,,,8304748304,8269332392,85478485897,1267088017,144
943,2023,B,C13197 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,8300360014,8300360014,2.30938E+11,1917977435,173
944,2889,B,,,,8293391569,8293391569,69625489656,1258081894,178
945,1544,B,,,,8286986186,8274780958,4.2712E+11,2778985917,174
946,2913,B,C13184 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,8278017346,8278017346,3.02363E+11,1791082021,251
947,3235,B,,,,8277497967,8277497967,1.62933E+11,1480390804,178
948,2156,B,C13186 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,8268291900,6238036806,1.39691E+11,1204424526,163
949,1670,B,C13243 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,8268052353,7446058165,94478978805,1222476227,149
